,agenda_item,text,speaker,number_p,number_w,chair,language_ps,ps
0, 1. Åbning af sessionen,FORSÆDE: Mechthilde ROTHE Næstformand,FORSÆDE: Mechthilde ROTHE,1,4,not_available,['dan'],['FORSÆDE: Mechthilde ROTHE Næstformand']
1, 1. Åbning af sessionen,  Formanden.   − Jeg erklærer Europa-Parlamentets session 2009-2010 for åben. ,Formanden.,1,10,not_available,['dan'],['  Formanden.   − Jeg erklærer Europa-Parlamentets session 2009-2010 for åben. ']
2, 2. Åbning af mødet,(Mødet åbnet kl. 9.05) ,unknown,1,5,not_available,['dan'],['(Mødet åbnet kl. 9.05) ']
3, 4. Afgørelse om uopsættelighed,  Formanden.   – Vi går nu over til afstemning om anvendelsen af uopsættelig forhandling på forslaget til Rådets forordning om en flerårig genopretningsplan for almindelig tun i det østlige Atlanterhav og Middelhavet. ,Formanden.,1,30,not_available,['dan'],['  Formanden.   – Vi går nu over til afstemning om anvendelsen af uopsættelig forhandling på forslaget til Rådets forordning om en flerårig genopretningsplan for almindelig tun i det østlige Atlanterhav og Middelhavet. ']
4, 4. Afgørelse om uopsættelighed,"  Philippe Morillon,  formand for Fiskeriudvalget. – (FR) Fru formand, mine damer og herrer! Anmodningen om anvendelse af uopsættelig forhandling, der blev fremsat her til morgen i medfør af forretningsordenens regel 134, blev sendt til os af Rådet i sidste uge og vedrører, som De siger, forslaget til Rådets forordning om en flerårig genopretningsplan for almindelig tun i det østlige Atlanterhav og Middelhavet.Formålet med forslaget er at gennemføre den nye genopretningsplan, sådan som Den Internationale Kommission for Bevarelse af Tunfiskebestanden i Atlanterhavet anbefalede for disse områder på sit møde i november.Som Rådet påpegede i sin anmodning om anvendelse af uopsættelig forhandling, skal forordningen træde i kraft, før fiskerisæsonen åbner den 15. april, og det betyder, at den obligatoriske høring af Europa-Parlamentet skal gennemføres på dette plenarmøde for at kunne bane vej for en politisk aftale i Rådet i de kommende uger.På denne baggrund og fordi EU skal overholde sine internationale forpligtelser og påtage sig sin del af den afgørende indsats for at løse den akutte krise i bestandene af almindelig tun, har Europa-Parlamentets Fiskeriudvalg enstemmigt godkendt anmodningen om uopsættelig forhandling. Jeg opfordrer Dem derfor til at bekræfte denne godkendelse ved afstemningen her til morgen. ","Philippe Morillon,",4,197,not_available,"['fra', 'fra', 'fra', 'fra']","['  Philippe Morillon,  formand for Fiskeriudvalget. – (FR) Fru formand, mine damer og herrer! Anmodningen om anvendelse af uopsættelig forhandling, der blev fremsat her til morgen i medfør af forretningsordenens regel 134, blev sendt til os af Rådet i sidste uge og vedrører, som De siger, forslaget til Rådets forordning om en flerårig genopretningsplan for almindelig tun i det østlige Atlanterhav og Middelhavet.', 'Formålet med forslaget er at gennemføre den nye genopretningsplan, sådan som Den Internationale Kommission for Bevarelse af Tunfiskebestanden i Atlanterhavet anbefalede for disse områder på sit møde i november.', 'Som Rådet påpegede i sin anmodning om anvendelse af uopsættelig forhandling, skal forordningen træde i kraft, før fiskerisæsonen åbner den 15. april, og det betyder, at den obligatoriske høring af Europa-Parlamentet skal gennemføres på dette plenarmøde for at kunne bane vej for en politisk aftale i Rådet i de kommende uger.', 'På denne baggrund og fordi EU skal overholde sine internationale forpligtelser og påtage sig sin del af den afgørende indsats for at løse den akutte krise i bestandene af almindelig tun, har Europa-Parlamentets Fiskeriudvalg enstemmigt godkendt anmodningen om uopsættelig forhandling. Jeg opfordrer Dem derfor til at bekræfte denne godkendelse ved afstemningen her til morgen. ']"
5, 4. Afgørelse om uopsættelighed,"  José Ribeiro e Castro  (PPE-DE).   – (PT) Fru formand! Blot en kort bemærkning for en ordens skyld til dagsordenen for denne uge. Onsdag den 11. marts er den europæiske dag for terrorofre. Denne dag blev oprindelig foreslået af Europa-Parlamentet i forbindelse med en afstemning den 11. marts 2004. Vi drøftede på det tidspunkt en evaluering af området med frihed, sikkerhed og retfærdighed. Det var den dag, det tragiske angreb fandt sted i Madrid. Forslaget lød oprindelig på 11. september, men på grund af den tragedie, der skete samme dag, stemte Parlamentet for at vælge datoen 11. marts.Flere dage senere – den 25. marts hvis min hukommelse ikke svigter mig – vedtog Det Europæiske Råd denne dato som europæisk dag for terrorofre. Alligevel har vi et plenarmøde i morgen den 11. marts, og jeg kan se af dagsordenen, at der ikke engang er tænkt på en mindehandling. Jeg vil gerne vide, om der er planlagt noget i den retning for denne uges mødeperiode. ",José Ribeiro e Castro  (PPE-DE).,2,162,not_available,"['por', 'por']","['  José Ribeiro e Castro  (PPE-DE).   – (PT) Fru formand! Blot en kort bemærkning for en ordens skyld til dagsordenen for denne uge. Onsdag den 11. marts er den europæiske dag for terrorofre. Denne dag blev oprindelig foreslået af Europa-Parlamentet i forbindelse med en afstemning den 11. marts 2004. Vi drøftede på det tidspunkt en evaluering af området med frihed, sikkerhed og retfærdighed. Det var den dag, det tragiske angreb fandt sted i Madrid. Forslaget lød oprindelig på 11. september, men på grund af den tragedie, der skete samme dag, stemte Parlamentet for at vælge datoen 11. marts.', 'Flere dage senere – den 25. marts hvis min hukommelse ikke svigter mig – vedtog Det Europæiske Råd denne dato som europæisk dag for terrorofre. Alligevel har vi et plenarmøde i morgen den 11. marts, og jeg kan se af dagsordenen, at der ikke engang er tænkt på en mindehandling. Jeg vil gerne vide, om der er planlagt noget i den retning for denne uges mødeperiode. ']"
6, 4. Afgørelse om uopsættelighed,"  Formanden.   − Hr. Ribeiro e Castro. Så vidt jeg har forstået, vil formanden i morgen ved åbningen af plenarmødet tale om den dag, De nævner, og de særlige omstændigheder. Det vil indgå i den forbindelse. ",Formanden.,1,34,not_available,['dan'],"['  Formanden.   − Hr. Ribeiro e Castro. Så vidt jeg har forstået, vil formanden i morgen ved åbningen af plenarmødet tale om den dag, De nævner, og de særlige omstændigheder. Det vil indgå i den forbindelse. ']"
7, 5. Krav til typegodkendelse af motorkøretøjers generelle sikkerhed (forhandling) ,  Formanden.   – Næste punkt på dagsordenen er betænkning (A6-0482/2008) af Schwab på vegne af Udvalget om det Indre Marked og Forbrugerbeskyttelse efter forslaget til Europa-Parlamentets og Rådets forordning om krav til typegodkendelse af motorkøretøjers generelle sikkerhed [KOM(2008)0316 - C6-0210/2008 - 2008/0100(COD)]. ,Formanden.,1,47,not_available,['dan'],['  Formanden.   – Næste punkt på dagsordenen er betænkning (A6-0482/2008) af Schwab på vegne af Udvalget om det Indre Marked og Forbrugerbeskyttelse efter forslaget til Europa-Parlamentets og Rådets forordning om krav til typegodkendelse af motorkøretøjers generelle sikkerhed [KOM(2008)0316 - C6-0210/2008 - 2008/0100(COD)]. ']
8, 5. Krav til typegodkendelse af motorkøretøjers generelle sikkerhed (forhandling) ,"  Andreas Schwab,  ordfører. – (DE) Fru formand, hr. kommissær, mine damer og herrer! Jeg vil gerne – ikke af formelle årsager, men af et ærligt hjerte – indlede med at udtrykke min dybfølte tak til kommissær Verheugen, Kommissionen, medarbejderne, det tjekkiske formandskab, som desværre ikke kan være her i dag, og udvalgsmedlemmerne for deres positive og konstruktive samarbejde om denne sag.Hvis man ser nærmere på, hvordan man kan indføre miljøvenlige foranstaltninger for biler, bliver man sommetider overrasket over, at der bruges så megen tid på andre foranstaltninger. Jeg tror, at vi som parlament, som EU-organ, sammen har taget et vigtigt skridt fremad, som befolkningen hidtil ikke rigtig har fået øje på, eller som den politiske debat ikke har fanget.Den forordning, vi vedtager i dag, er miljøvenlig, idet den som led i CO2-pakken er et betydeligt bidrag fra EU-politikkens side til at nedbringe CO2-udledninger fra motorkøretøjer. Samtidig – og det kalder jeg klog miljøpolitik – hjælper den faktisk forbrugerne – bilisterne – til at betale mindre og samtidig opføre sig miljøvenligt, idet den medfører betydelige besparelser, ikke blot på CO2, men også på forbruget af benzin og diesel. Derudover – og det er også et vigtigt punkt, som især betød meget for Parlamentet og dets medlemmer – fører den også til bedre vejsikkerhed i Europa, ikke kun for godskøretøjers vedkommende, men også for personbiler.Jeg har ikke til hensigt at gennemgå de enkelte punkter i forordningen overskrift for overskrift, men jeg synes, der er et par vigtige politiske signaler, vi bør se nærmere på nu.Det første punkt er, at vi med indførelsen af et obligatorisk dæktryksovervågningssystem for motorkøretøjer vil skabe en situation, hvor bedre dæktryk i kraft af den forbedring af dækkenes køreevne, som dækindustrien er i stand til at virkeliggøre, vil sætte bilisterne i Europa i stand til at spare op til 5 % af brændstoffet, uden at omkostningerne stiger dramatisk. Et dæktryksovervågningssystem, som allerede er på markedet, koster ca. 100 EUR, sommetider væsentlig mindre, og de omkostningsbesparelser, forbrugerne kan få ud af det, vil ligge betydeligt over det beløb.Det andet punkt, som efter min mening fortjener særlig opmærksomhed, er, at det er lykkedes os at få indført obligatorisk montering af et elektronisk stabilitetskontrolsystem – det såkaldte ESP (electronic stability programme) eller antiudskridningssystem – i køretøjer så tidligt som 2011, og at vi ikke gjorde det imod den europæiske automobilindustris vilje, men med dens udtrykkelige opbakning, idet det vil medføre en betydelig forbedring af sikkerheden på Europas veje. Da de relevante tekniske specifikationer ikke var færdiggjort, lykkedes det os desværre ikke tillige at sikre den obligatoriske montering inden 2018 i især varevogne af nødbremsesystemer og vognbaneskiftalarmer, kaldet LDW-systemer – jeg beklager de noget tekniske termer, der normalt ikke dukker op i den offentlige debat om dette emne. Denne foranstaltning vil resultere i en betydelig bedre sikkerhed på de europæiske veje, særligt vores motorveje. Jeg kan kun sige, at dette kunne nedbringe antallet af døde og kvæstede med omkring 35 000.Endelig – og der hersker stadig nogen uenighed om dette punkt – har vi også foranlediget ved hjælp af denne forordning, at fremtidens dæk frembringer væsentlig mindre støj. Det koster ganske vist noget, og derfor mente vi, at det var særlig vigtigt at få en bemærkning med i forordningen om, at nedsættelsen af støjemissioner fra vejtrafikken ikke kun påhviler dækfabrikanterne og indirekte forbrugerne, men at det også er medlemsstaternes ansvar i form af de vejbelægninger, de anvender, og jeg er yderst taknemmelig for, at Rådet til slut vedtog denne bestemmelse.Jeg takker for samarbejdet og glæder mig til en interessant debat. ","Andreas Schwab,",8,585,not_available,"['ger', 'ger', 'ger', 'ger', 'ger', 'ger', 'ger', 'ger']","['  Andreas Schwab,  ordfører. – (DE) Fru formand, hr. kommissær, mine damer og herrer! Jeg vil gerne – ikke af formelle årsager, men af et ærligt hjerte – indlede med at udtrykke min dybfølte tak til kommissær Verheugen, Kommissionen, medarbejderne, det tjekkiske formandskab, som desværre ikke kan være her i dag, og udvalgsmedlemmerne for deres positive og konstruktive samarbejde om denne sag.', 'Hvis man ser nærmere på, hvordan man kan indføre miljøvenlige foranstaltninger for biler, bliver man sommetider overrasket over, at der bruges så megen tid på andre foranstaltninger. Jeg tror, at vi som parlament, som EU-organ, sammen har taget et vigtigt skridt fremad, som befolkningen hidtil ikke rigtig har fået øje på, eller som den politiske debat ikke har fanget.', 'Den forordning, vi vedtager i dag, er miljøvenlig, idet den som led i CO2-pakken er et betydeligt bidrag fra EU-politikkens side til at nedbringe CO2-udledninger fra motorkøretøjer. Samtidig – og det kalder jeg klog miljøpolitik – hjælper den faktisk forbrugerne – bilisterne – til at betale mindre og samtidig opføre sig miljøvenligt, idet den medfører betydelige besparelser, ikke blot på CO2, men også på forbruget af benzin og diesel. Derudover – og det er også et vigtigt punkt, som især betød meget for Parlamentet og dets medlemmer – fører den også til bedre vejsikkerhed i Europa, ikke kun for godskøretøjers vedkommende, men også for personbiler.', 'Jeg har ikke til hensigt at gennemgå de enkelte punkter i forordningen overskrift for overskrift, men jeg synes, der er et par vigtige politiske signaler, vi bør se nærmere på nu.', 'Det første punkt er, at vi med indførelsen af et obligatorisk dæktryksovervågningssystem for motorkøretøjer vil skabe en situation, hvor bedre dæktryk i kraft af den forbedring af dækkenes køreevne, som dækindustrien er i stand til at virkeliggøre, vil sætte bilisterne i Europa i stand til at spare op til 5 % af brændstoffet, uden at omkostningerne stiger dramatisk. Et dæktryksovervågningssystem, som allerede er på markedet, koster ca. 100 EUR, sommetider væsentlig mindre, og de omkostningsbesparelser, forbrugerne kan få ud af det, vil ligge betydeligt over det beløb.', 'Det andet punkt, som efter min mening fortjener særlig opmærksomhed, er, at det er lykkedes os at få indført obligatorisk montering af et elektronisk stabilitetskontrolsystem – det såkaldte ESP (electronic stability programme) eller antiudskridningssystem – i køretøjer så tidligt som 2011, og at vi ikke gjorde det imod den europæiske automobilindustris vilje, men med dens udtrykkelige opbakning, idet det vil medføre en betydelig forbedring af sikkerheden på Europas veje. Da de relevante tekniske specifikationer ikke var færdiggjort, lykkedes det os desværre ikke tillige at sikre den obligatoriske montering inden 2018 i især varevogne af nødbremsesystemer og vognbaneskiftalarmer, kaldet LDW-systemer – jeg beklager de noget tekniske termer, der normalt ikke dukker op i den offentlige debat om dette emne. Denne foranstaltning vil resultere i en betydelig bedre sikkerhed på de europæiske veje, særligt vores motorveje. Jeg kan kun sige, at dette kunne nedbringe antallet af døde og kvæstede med omkring 35 000.', 'Endelig – og der hersker stadig nogen uenighed om dette punkt – har vi også foranlediget ved hjælp af denne forordning, at fremtidens dæk frembringer væsentlig mindre støj. Det koster ganske vist noget, og derfor mente vi, at det var særlig vigtigt at få en bemærkning med i forordningen om, at nedsættelsen af støjemissioner fra vejtrafikken ikke kun påhviler dækfabrikanterne og indirekte forbrugerne, men at det også er medlemsstaternes ansvar i form af de vejbelægninger, de anvender, og jeg er yderst taknemmelig for, at Rådet til slut vedtog denne bestemmelse.', 'Jeg takker for samarbejdet og glæder mig til en interessant debat. ']"
9, 5. Krav til typegodkendelse af motorkøretøjers generelle sikkerhed (forhandling) ,"  Günter Verheugen,  næstformand i Kommissionen. − (DE) Fru formand, mine damer og herrer! Også jeg vil gerne indlede med at sige tak – for mit vedkommende – til hr. Schwab og de parlamentsmedlemmer, der deltog i det forberedende arbejde, for deres særdeles konstruktive og engagerede samarbejde, som gør det muligt at opnå enighed allerede ved førstebehandlingen.Det, vi har at gøre med her, er en tilsyneladende meget teknisk forordning, og dog er det en forordning med stor og vidtrækkende politisk betydning. Det, som vi sigter mod at vedtage i dag, repræsenterer en milepæl på vejen mod bedre vejsikkerhed. Denne forordning vil gøre europæiske biler mere sikre. Det er en milepæl med hensyn til europæiske køretøjers miljøforenelighed, da miljøforenelighed naturligvis er noget, der ikke kun kan nås gennem fremstilling af mere brændstofeffektive motorer – bilerne giver også helt andre valgmuligheder for at spare brændstof og nedbringe forureningen. Til syvende og sidst vil den også indgå som et vigtigt led i vores politik om bedre lovgivningsarbejde, idet den vil føre til en virkelig drastisk forenkling af hele lovgivningsmiljøet.Tillad mig at begynde med sikkerhedsaspektet, som var det vigtigste element i dette projekt. Vejsikkerhed i Europa er stadig et spørgsmål, som kræver vores fulde opmærksomhed, og som vækker bekymring. Reglerne, som vi fastlægger her, og som vil gælde som standard for europæiske biler fra 2011, vil resultere i 35 000 færre dødsfald og alvorligt kvæstede trafikofre om året på Europas veje. Indførelsen af det elektroniske stabilitetskontrolsystem i personbiler og varevogne i særdeleshed kan redde næsten 3 000 liv om året og hindre alvorlige kvæstelser for 25 000 mennesker. Dette er faktisk et stykke sikkerhedsudstyr, som, navnlig når det gælder varevogne, der ofte er involveret i alvorlige ulykker, kun sjældent har været brugt hidtil. Omkostningerne for fabrikanterne vil blive rigeligt opvejet af den samlede økonomiske fordel. Denne pakke af foranstaltninger vil spille en betydningsfuld rolle for gennemførelsen af Fællesskabets strategi for nedbringelse af CO2-emissionerne fra personbiler og lette erhvervskøretøjer. Dæk med lav rullemodstand bliver gjort obligatoriske, og der stilles krav om montering af dæktryksovervågningssystemer og gearskifteindikatorer. Foranstaltningerne vil reducere de gennemsnitlige CO2-emissioner med 6-7 g CO2 pr. km. Det er således et virkelig bemærkelsesværdigt bidrag. Derudover ønsker jeg ikke at forsømme denne lejlighed til at påpege, at forslaget vil føre til en betydelig nedbringelse af støjforureningen fra vejene, eftersom nedsættelsen af dækstøjniveauerne vil resultere i en betydelig forbedring af denne situation.Tillad mig her at understrege endnu engang, at vi kun kan opnå bæredygtig mobilitet i Europa, hvis vi som led i en integreret tilgang inddrager det potentiale, der rummes i samtlige faktorer, som er involveret her, hvilket betyder selve køretøjet – hvilket er, hvad vi diskuterer i dag – men vi må også diskutere transportinfrastrukturen og folks trafikadfærd. Jeg er meget glad for, at det er nøjagtig sådan, Europa-Parlamentet ser på det.Med hensyn til at forenkle lovgivningen vil denne forordning afføde en imponerende forenkling af lovgivningsmiljøet. Denne forordning vil alene ophæve 50 eksisterende direktiver og, hvor det er muligt, erstatte dem med internationale regler. Lavere administrationsomkostninger, større åbenhed og større international harmonisering vil give bemærkelsesværdige besparelser for erhvervslivet, og det vil hjælpe det med at øge sin konkurrenceevne. Samtidig vil medlemsstaterne nyde godt af de lavere udgifter til administration. Når det gælder biler, kommer man ikke uden om at nævne, at Europas automobilbranche i øjeblikket befinder sig i årtiers alvorligste krise. Det er derfor naturligt at spørge sig selv, om det er det rette tidspunkt til at gennemføre tekniske forordninger. Lad mig være helt tydelig i mit svar på det, når jeg siger, at det, vi sigter mod at vedtage her i dag, er et af resultaterne af CARS 21-processen, hvor vi arbejdede intensivt sammen med fabrikanterne, medlemsstaterne og civilsamfundet om, hvordan fremtidens rammer skulle se ud for Europas automobilbranche, og hvordan vi forestiller os fremtidens europæiske bil. Jeg vil gerne kraftigt understrege, at selv i denne krise – og specifikt i denne krise faktisk – må de europæiske fabrikanter ikke sløje af, når det gælder udvikling og markedsføring af biler, der opfylder kravene i det tidlige 21. århundrede, og de krav er meget klare. Forbrugerne ønsker køretøjer, der forbruger mindre brændstof og er bedre for miljøet og mere sikre.Visionen for fremtidens europæiske bil, som var resultatet af CARS 21, og som faldt sammen med alle deltagernes holdning, når det gjaldt branchens fremtid, er nøjagtig dette – hvad vi ønsker, er, at Europa ikke kun sender de kvalitativt bedste biler ud i international konkurrence, men også dem, som forbruger mindst, er de mest miljøvenlige og de sikreste, og jeg er absolut overbevist om, at den europæiske automobilbranche med sådanne produkter vil fastholde sin førende stilling på det internationale marked for motorkøretøjer. ","Günter Verheugen,",8,776,not_available,"['ger', 'ger', 'ger', 'ger', 'ger', 'ger', 'ger', 'ger']","['  Günter Verheugen,  næstformand i Kommissionen. − (DE) Fru formand, mine damer og herrer! Også jeg vil gerne indlede med at sige tak – for mit vedkommende – til hr. Schwab og de parlamentsmedlemmer, der deltog i det forberedende arbejde, for deres særdeles konstruktive og engagerede samarbejde, som gør det muligt at opnå enighed allerede ved førstebehandlingen.', 'Det, vi har at gøre med her, er en tilsyneladende meget teknisk forordning, og dog er det en forordning med stor og vidtrækkende politisk betydning. Det, som vi sigter mod at vedtage i dag, repræsenterer en milepæl på vejen mod bedre vejsikkerhed. Denne forordning vil gøre europæiske biler mere sikre. Det er en milepæl med hensyn til europæiske køretøjers miljøforenelighed, da miljøforenelighed naturligvis er noget, der ikke kun kan nås gennem fremstilling af mere brændstofeffektive motorer – bilerne giver også helt andre valgmuligheder for at spare brændstof og nedbringe forureningen. Til syvende og sidst vil den også indgå som et vigtigt led i vores politik om bedre lovgivningsarbejde, idet den vil føre til en virkelig drastisk forenkling af hele lovgivningsmiljøet.', 'Tillad mig at begynde med sikkerhedsaspektet, som var det vigtigste element i dette projekt. Vejsikkerhed i Europa er stadig et spørgsmål, som kræver vores fulde opmærksomhed, og som vækker bekymring. Reglerne, som vi fastlægger her, og som vil gælde som standard for europæiske biler fra 2011, vil resultere i 35 000 færre dødsfald og alvorligt kvæstede trafikofre om året på Europas veje. Indførelsen af det elektroniske stabilitetskontrolsystem i personbiler og varevogne i særdeleshed kan redde næsten 3 000 liv om året og hindre alvorlige kvæstelser for 25 000 mennesker. Dette er faktisk et stykke sikkerhedsudstyr, som, navnlig når det gælder varevogne, der ofte er involveret i alvorlige ulykker, kun sjældent har været brugt hidtil. Omkostningerne for fabrikanterne vil blive rigeligt opvejet af den samlede økonomiske fordel. ', 'Denne pakke af foranstaltninger vil spille en betydningsfuld rolle for gennemførelsen af Fællesskabets strategi for nedbringelse af CO2-emissionerne fra personbiler og lette erhvervskøretøjer. Dæk med lav rullemodstand bliver gjort obligatoriske, og der stilles krav om montering af dæktryksovervågningssystemer og gearskifteindikatorer. Foranstaltningerne vil reducere de gennemsnitlige CO2-emissioner med 6-7 g CO2 pr. km. Det er således et virkelig bemærkelsesværdigt bidrag. Derudover ønsker jeg ikke at forsømme denne lejlighed til at påpege, at forslaget vil føre til en betydelig nedbringelse af støjforureningen fra vejene, eftersom nedsættelsen af dækstøjniveauerne vil resultere i en betydelig forbedring af denne situation.', 'Tillad mig her at understrege endnu engang, at vi kun kan opnå bæredygtig mobilitet i Europa, hvis vi som led i en integreret tilgang inddrager det potentiale, der rummes i samtlige faktorer, som er involveret her, hvilket betyder selve køretøjet – hvilket er, hvad vi diskuterer i dag – men vi må også diskutere transportinfrastrukturen og folks trafikadfærd. Jeg er meget glad for, at det er nøjagtig sådan, Europa-Parlamentet ser på det.', 'Med hensyn til at forenkle lovgivningen vil denne forordning afføde en imponerende forenkling af lovgivningsmiljøet. Denne forordning vil alene ophæve 50 eksisterende direktiver og, hvor det er muligt, erstatte dem med internationale regler. Lavere administrationsomkostninger, større åbenhed og større international harmonisering vil give bemærkelsesværdige besparelser for erhvervslivet, og det vil hjælpe det med at øge sin konkurrenceevne. Samtidig vil medlemsstaterne nyde godt af de lavere udgifter til administration. ', 'Når det gælder biler, kommer man ikke uden om at nævne, at Europas automobilbranche i øjeblikket befinder sig i årtiers alvorligste krise. Det er derfor naturligt at spørge sig selv, om det er det rette tidspunkt til at gennemføre tekniske forordninger. Lad mig være helt tydelig i mit svar på det, når jeg siger, at det, vi sigter mod at vedtage her i dag, er et af resultaterne af CARS 21-processen, hvor vi arbejdede intensivt sammen med fabrikanterne, medlemsstaterne og civilsamfundet om, hvordan fremtidens rammer skulle se ud for Europas automobilbranche, og hvordan vi forestiller os fremtidens europæiske bil. Jeg vil gerne kraftigt understrege, at selv i denne krise – og specifikt i denne krise faktisk – må de europæiske fabrikanter ikke sløje af, når det gælder udvikling og markedsføring af biler, der opfylder kravene i det tidlige 21. århundrede, og de krav er meget klare. Forbrugerne ønsker køretøjer, der forbruger mindre brændstof og er bedre for miljøet og mere sikre.', 'Visionen for fremtidens europæiske bil, som var resultatet af CARS 21, og som faldt sammen med alle deltagernes holdning, når det gjaldt branchens fremtid, er nøjagtig dette – hvad vi ønsker, er, at Europa ikke kun sender de kvalitativt bedste biler ud i international konkurrence, men også dem, som forbruger mindst, er de mest miljøvenlige og de sikreste, og jeg er absolut overbevist om, at den europæiske automobilbranche med sådanne produkter vil fastholde sin førende stilling på det internationale marked for motorkøretøjer. ']"
