,agenda_item,text,speaker,number_p,number_w,chair,language_ps,ps
0, 1. Tkomplija tas-sessjoni,VORSITZ: HANS-GERT PÖTTERING  Präsident (Die Sitzung wird um 17.05 Uhr eröffnet.),VORSITZ: HANS-GERT PÖTTERING,2,13,not_available,"['mlt', 'mlt']","['VORSITZ: HANS-GERT PÖTTERING  Präsident', ' (Die Sitzung wird um 17.05 Uhr eröffnet.)']"
1, 1. Tkomplija tas-sessjoni,"  Der Präsident. −   Ich erkläre die am Donnerstag, 12. März 2009, unterbrochene Sitzungsperiode für wieder aufgenommen.***Ich darf erstmalig an meiner linken Seite den neuen Generalsekretär des Europäischen Parlaments, Klaus Welle, begrüßen und ihm alles Gute für seine Arbeit wünschen.(Beifall)Zu meiner Rechten David Harley, stellvertretender Generalsekretär. Er verkörpert sozusagen die Kontinuität im Generalsekretariat. Auch ihm gute Wünsche.(Beifall)",Der Präsident. −,6,59,not_available,"['mlt', 'mlt', 'mlt', 'mlt', 'mlt', 'mlt']","['  Der Präsident. −   Ich erkläre die am Donnerstag, 12. März 2009, unterbrochene Sitzungsperiode für wieder aufgenommen.', '***', 'Ich darf erstmalig an meiner linken Seite den neuen Generalsekretär des Europäischen Parlaments, Klaus Welle, begrüßen und ihm alles Gute für seine Arbeit wünschen.', '(Beifall)', 'Zu meiner Rechten David Harley, stellvertretender Generalsekretär. Er verkörpert sozusagen die Kontinuität im Generalsekretariat. Auch ihm gute Wünsche.', '(Beifall)']"
2, 2. Dikjarazzjoni tal-Presidenza,"  Der Präsident. −   Meine sehr verehrten Damen und Herren, liebe Kolleginnen und Kollegen! Ich bin gebeten worden, folgende Erklärung abzugeben: Diese Woche begehen wir den 60. Jahrestag der Deportation Hunderttausender Staatsangehöriger der baltischen Staaten. In der Nacht vom 24. auf den 25. März 1949 begann eine Welle sowjetischer Deportationen, während der Zehntausende Esten, Letten und Litauer gewaltsam aus ihrer Heimat vertrieben und ihrer Bürger- und Menschenrechte beraubt wurden und aufgrund der harten und unmenschlichen Bedingungen in den sowjetischen Gefangenenlagern zu Tode kamen.Fast jede Familie in Litauen, Lettland und Estland sowie in anderen ehemaligen Sowjetrepubliken litt unter der grausamen Gewalt des totalitären kommunistischen Regimes. Fast jede Familie hatte Angehörige, die in Sibirien verschollen sind, vom KGB verfolgt wurden oder hinter Gitter gebracht und unterdrückt wurden. Dabei handelt es sich nicht um eine ferne, dunkle Vergangenheit, sondern um noch immer sehr lebendige Erinnerungen für viele Menschen, die nun Bürger der Europäischen Union sind.Daher ist es unsere Pflicht, auf der Grundlage unserer gemeinsamen Werte im Gedenken an die zahlreichen Opfer dieser Deportationen unsere klare und entschiedene Ablehnung dieser entsetzlichen Verbrechen zu bekräftigen, die vom totalitären kommunistischen Regime der Sowjetunion begangen wurden. Denn wir sind es den Opfern schuldig, die Vergangenheit objektiv, eingehend und sorgfältig zu bewerten, da Versöhnung nur auf der Grundlage von Wahrheit und Erinnerung möglich ist.",Der Präsident. −,3,216,not_available,"['mlt', 'mlt', 'mlt']","['  Der Präsident. −   Meine sehr verehrten Damen und Herren, liebe Kolleginnen und Kollegen! Ich bin gebeten worden, folgende Erklärung abzugeben: Diese Woche begehen wir den 60. Jahrestag der Deportation Hunderttausender Staatsangehöriger der baltischen Staaten. In der Nacht vom 24. auf den 25. März 1949 begann eine Welle sowjetischer Deportationen, während der Zehntausende Esten, Letten und Litauer gewaltsam aus ihrer Heimat vertrieben und ihrer Bürger- und Menschenrechte beraubt wurden und aufgrund der harten und unmenschlichen Bedingungen in den sowjetischen Gefangenenlagern zu Tode kamen.', 'Fast jede Familie in Litauen, Lettland und Estland sowie in anderen ehemaligen Sowjetrepubliken litt unter der grausamen Gewalt des totalitären kommunistischen Regimes. Fast jede Familie hatte Angehörige, die in Sibirien verschollen sind, vom KGB verfolgt wurden oder hinter Gitter gebracht und unterdrückt wurden. Dabei handelt es sich nicht um eine ferne, dunkle Vergangenheit, sondern um noch immer sehr lebendige Erinnerungen für viele Menschen, die nun Bürger der Europäischen Union sind.', 'Daher ist es unsere Pflicht, auf der Grundlage unserer gemeinsamen Werte im Gedenken an die zahlreichen Opfer dieser Deportationen unsere klare und entschiedene Ablehnung dieser entsetzlichen Verbrechen zu bekräftigen, die vom totalitären kommunistischen Regime der Sowjetunion begangen wurden. Denn wir sind es den Opfern schuldig, die Vergangenheit objektiv, eingehend und sorgfältig zu bewerten, da Versöhnung nur auf der Grundlage von Wahrheit und Erinnerung möglich ist.']"
3, 5. Merħba,"  Der Präsident. −   Es ist mir eine Ehre, nun in unserem Parlament eine Delegation des Panafrikanischen Parlaments begrüßen zu dürfen. Wie Sie wissen, ist das Panafrikanische Parlament für die Afrikanische Union, was das Europäische Parlament für die Europäische Union ist.Besonders freue ich mich, Herrn Khumalo und seine Abgeordnetenkollegen begrüßen zu können, denn dies gibt mir die Gelegenheit, ihm und seinen Kolleginnen und Kollegen und auf diesem Wege auch der Präsidentin des Panafrikanischen Parlaments, Gertrude Mongella, meinen aufrichtigen Dank auszusprechen für den Empfang, der mir zuteil wurde, als ich im Oktober 2008 dem Panafrikanischen Parlament einen Besuch abgestattet habe, sowie für die Einladung, in der Plenarsitzung vor dem Panafrikanischen Parlament zu sprechen.Ihnen allen noch einmal ein herzliches Willkommen! Schön, dass Sie hier bei uns sind.(Beifall)",Der Präsident. −,4,126,not_available,"['mlt', 'mlt', 'mlt', 'mlt']","['  Der Präsident. −   Es ist mir eine Ehre, nun in unserem Parlament eine Delegation des Panafrikanischen Parlaments begrüßen zu dürfen. Wie Sie wissen, ist das Panafrikanische Parlament für die Afrikanische Union, was das Europäische Parlament für die Europäische Union ist.', 'Besonders freue ich mich, Herrn Khumalo und seine Abgeordnetenkollegen begrüßen zu können, denn dies gibt mir die Gelegenheit, ihm und seinen Kolleginnen und Kollegen und auf diesem Wege auch der Präsidentin des Panafrikanischen Parlaments, Gertrude Mongella, meinen aufrichtigen Dank auszusprechen für den Empfang, der mir zuteil wurde, als ich im Oktober 2008 dem Panafrikanischen Parlament einen Besuch abgestattet habe, sowie für die Einladung, in der Plenarsitzung vor dem Panafrikanischen Parlament zu sprechen.', 'Ihnen allen noch einmal ein herzliches Willkommen! Schön, dass Sie hier bei uns sind.', '(Beifall)']"
4, 12. Ordni tas-seduta: ara l-Minuti,(Der Arbeitsplan ist somit festgelegt.)⁂,unknown,2,5,not_available,"['mlt', 'mlt']","['(Der Arbeitsplan ist somit festgelegt.)', '⁂']"
5, 12. Ordni tas-seduta: ara l-Minuti,"  Monica Frassoni  (Verts/ALE). -   Signor Presidente, onorevoli colleghi, io ho una domanda per lei che riguarda il Consiglio europeo. Ci è stato detto che durante la riunione del Consiglio europeo lei ha sostenuto che il Parlamento è d'accordo di avere il voto del Presidente della Commissione il 15 luglio e di avere il voto sul resto della Commissione una volta che il trattato di Lisbona fosse adottato.Vorrei sapere se questo è vero e, se questo è vero, sulla base di quale mandato lei ha fatto queste dichiarazioni. ",Monica Frassoni  (Verts/ALE). -,2,89,not_available,"['mlt', 'mlt']","[""  Monica Frassoni  (Verts/ALE). -   Signor Presidente, onorevoli colleghi, io ho una domanda per lei che riguarda il Consiglio europeo. Ci è stato detto che durante la riunione del Consiglio europeo lei ha sostenuto che il Parlamento è d'accordo di avere il voto del Presidente della Commissione il 15 luglio e di avere il voto sul resto della Commissione una volta che il trattato di Lisbona fosse adottato."", 'Vorrei sapere se questo è vero e, se questo è vero, sulla base di quale mandato lei ha fatto queste dichiarazioni. ']"
6, 12. Ordni tas-seduta: ara l-Minuti,"  Der Präsident. −   Frau Kollegin, Sie werden sich erinnern, weil Sie ja selber dabei waren, dass wir in der Konferenz der Präsidenten darüber beraten haben. Es gab nur einen Widerspruch, was den 15. Juli angeht, nämlich von Ihrer Seite. Alle anderen Fraktionsvorsitzenden haben das so zum Ausdruck gebracht, wie ich es vor dem Europäischen Rat gesagt habe. Im Übrigen können Sie die genaue Formulierung in meiner Rede nachlesen. Die Rede ist jedem Abgeordneten wie auch darüber hinaus der Öffentlichkeit zugänglich. ",Der Präsident. −,1,79,not_available,['mlt'],"['  Der Präsident. −   Frau Kollegin, Sie werden sich erinnern, weil Sie ja selber dabei waren, dass wir in der Konferenz der Präsidenten darüber beraten haben. Es gab nur einen Widerspruch, was den 15. Juli angeht, nämlich von Ihrer Seite. Alle anderen Fraktionsvorsitzenden haben das so zum Ausdruck gebracht, wie ich es vor dem Europäischen Rat gesagt habe. Im Übrigen können Sie die genaue Formulierung in meiner Rede nachlesen. Die Rede ist jedem Abgeordneten wie auch darüber hinaus der Öffentlichkeit zugänglich. ']"
7, 13. Diskorsi ta’ minuta dwar kwistjonijiet ta' importanza politika ,  Der Präsident. −   Als nächster Punkt folgen die Ausführungen von einer Minute zu wichtigen politischen Fragen.,Der Präsident. −,1,15,not_available,['mlt'],['  Der Präsident. −   Als nächster Punkt folgen die Ausführungen von einer Minute zu wichtigen politischen Fragen.']
8, 13. Diskorsi ta’ minuta dwar kwistjonijiet ta' importanza politika ,"  Erna Hennicot-Schoepges  (PPE-DE). -   Monsieur le Président, je souhaite attirer l'attention du Parlement européen sur la venue du président biélorusse, M. Loukachenko, à Prague. Est-ce que la venue de ce président est conforme aux valeurs que nous défendons? Est-ce que l'Union européenne peut transiger avec un président qui concentre tous les pouvoirs, sans limitation de durée, ni de mandat? Quelle image l'Union européenne donnera-t-elle en acceptant d'accueillir à sa tribune un président qui a fait liquider plusieurs adversaires politiques et qui limite les droits de ses citoyens? Quelle image notre Union donnera-t-elle à l'administration Obama, alors même qu'un ressortissant américain croupit dans une prison de ce pays et qu'il est en passe d'y mourir si rien n'est fait rapidement? Je pense que cette invitation n'aurait pas dû avoir lieu.",Erna Hennicot-Schoepges  (PPE-DE). -,1,146,not_available,['mlt'],"[""  Erna Hennicot-Schoepges  (PPE-DE). -   Monsieur le Président, je souhaite attirer l'attention du Parlement européen sur la venue du président biélorusse, M. Loukachenko, à Prague. Est-ce que la venue de ce président est conforme aux valeurs que nous défendons? Est-ce que l'Union européenne peut transiger avec un président qui concentre tous les pouvoirs, sans limitation de durée, ni de mandat? Quelle image l'Union européenne donnera-t-elle en acceptant d'accueillir à sa tribune un président qui a fait liquider plusieurs adversaires politiques et qui limite les droits de ses citoyens? Quelle image notre Union donnera-t-elle à l'administration Obama, alors même qu'un ressortissant américain croupit dans une prison de ce pays et qu'il est en passe d'y mourir si rien n'est fait rapidement? Je pense que cette invitation n'aurait pas dû avoir lieu.""]"
9, 13. Diskorsi ta’ minuta dwar kwistjonijiet ta' importanza politika ,"  Antonio Masip Hidalgo  (PSE). -   Señor Presidente, quiero hablarles de El Musel, el gran puerto de mi región, Asturias.Es absolutamente imprescindible que la Comisión desbloquee la financiación de su sobrecoste. Así lo ha comprendido el Comisario Antonio Tajani, que –como Jacques Barrot, su antecesor– se ha compenetrado con los grandes retos funcionales y medioambientales de El Musel.En medio de la crisis, con necesidad imperiosa de una obra como la de El Musel, es hora de superar trámites dilatorios, formalismos y obstáculos para sacar adelante con altura de miras esa financiación, imprescindible para Asturias, para el norte de España y, también, para la reactivación económica europea. Repito, para la reactivación económica de Europa, en la que, con tanto honor, participa España.",Antonio Masip Hidalgo  (PSE). -,3,121,not_available,"['mlt', 'mlt', 'mlt']","['  Antonio Masip Hidalgo  (PSE). -   Señor Presidente, quiero hablarles de El Musel, el gran puerto de mi región, Asturias.', 'Es absolutamente imprescindible que la Comisión desbloquee la financiación de su sobrecoste. Así lo ha comprendido el Comisario Antonio Tajani, que –como Jacques Barrot, su antecesor– se ha compenetrado con los grandes retos funcionales y medioambientales de El Musel.', 'En medio de la crisis, con necesidad imperiosa de una obra como la de El Musel, es hora de superar trámites dilatorios, formalismos y obstáculos para sacar adelante con altura de miras esa financiación, imprescindible para Asturias, para el norte de España y, también, para la reactivación económica europea. Repito, para la reactivación económica de Europa, en la que, con tanto honor, participa España.']"
