,agenda_item,text,speaker,number_p,number_w,chair,language_ps,ps
0, 1. Az ülésszak folytatása,ELNÖKÖL: PÖTTERING ÚR elnök (Az ülést 17.05-kor megnyitják.) ,ELNÖKÖL: PÖTTERING ÚR,2,10,not_available,"['hun', 'hun']","['ELNÖKÖL: PÖTTERING ÚR elnök', ' (Az ülést 17.05-kor megnyitják.) ']"
1, 1. Az ülésszak folytatása,"  Elnök. −   A 2009. április 24-én, pénteken felfüggesztett ülésszakot újra megnyitom. ",Elnök. −,1,11,not_available,['hun'],"['  Elnök. −   A 2009. április 24-én, pénteken felfüggesztett ülésszakot újra megnyitom. ']"
2, 2. Az elnökség nyilatkozatai,"  Elnök.   − Hölgyeim és uraim! Néhány nappal ezelőtt volt az Európai Unió történetében bekövetkezett legnagyobb bővítés ötödik évfordulója. 2004. május 1-jén Közép- és Kelet-Európa, valamint a mediterrán térség tíz országában – nevezetesen Észtországban, Lettországban, Litvániában, Lengyelországban, a Cseh Köztársaságban, Szlovákiában, Magyarországon, Szlovéniában, Máltán és Cipruson – élő hetvenöt millió ember örült annak, hogy az Európai Unió polgárává vált. E bővítést 2007-ben Románia és Bulgária csatlakozása követte.Korunk egyik legcsodálatosabb fejleményei közé tartozik, hogy ez megtörténhetett. Azok után, hogy Közép- és Kelet-Európa népei hatvan éven át elnyomásnak voltak kitéve, az EU-bővítés földrészünk újraegyesítésének beteljesedését jelentette a szabadság, a demokrácia, a jogállamiság, valamint az emberi jogok és az emberi méltóság tiszteletben tartásának közös értékei alapján. E folyamat eredményeképpen az EU erősebb, színesebb, és kulturális értelemben véve gazdagabb lett. A bővítési folyamat gazdagító tapasztalatot jelentett és jelent mind az egyes tagállamok, mind az EU egésze számára.A történelmi pillanat óta eltelt öt év alatt bebizonyosodott, hogy a bővítés hatalmas siker az EU számára, melynek jelentősége polgáraink mindennapi életében egyre növekszik. A kommunizmus rabszolgasága után a bővítési folyamat hozzájárult ahhoz, hogy kontinensünkön valósággá váljon a demokrácia és növekedjen a stabilitás. A bővítésnek köszönhetően az új tagállamokban emelkedett az életszínvonal, és hatalmas ösztönzést kapott az európai gazdaság egésze, mivel az új tagállamoknak is előnye származott az új export- és befektetési lehetőségekből, valamint a nagyobb piacból. Lényegében a tizenkét új tagállam csatlakozása világviszonylatban erősítette az EU pozícióit, és nemzetközi politikai és gazdasági szereplőként növelte súlyát.A bővítés óta eltelt öt év alatt az Európai Parlamentben és az Európai Unió egyéb intézményeiben sikerült integrálnunk új tagjainkat. Megtanultunk kompromisszumokat kötni és még szorosabban együttműködni. Mindazonáltal a nagyobb és sokrétűbb EU megköveteli a szorosabb együttműködést és a jobb cselekvőképességet.A Lisszaboni Szerződés tartalmazza azokat az alapvető reformokat, amelyek a bővítés következményeinek megfelelően átalakítják az EU intézményeit, és alkalmassá teszik azokat a ránk váró új kihívások megválaszolására. Noha a Lisszaboni Szerződés ratifikációs vitája még nem fejeződött be, biztosnak kell lennünk abban, hogy az a jövő év elejére pozitívan fog lezárulni, továbbá reméljük, hogy jövő szerdán a cseh szenátusban pozitív eredmény születik.(Taps)Hölgyeim és uraim, rendkívüli örömmel kell eltöltsön bennünket, hogy ma e közösség tagjai vagyunk, és amint azt a 2007. március 25-én kelt Berlini Nyilatkozat oly szépen rögzíti: „boldogsággal tölt el Európa egyesítése”. Van okunk az örömre és a hálára.Most egy meglehetősen aggasztó tényre kell rátérnünk: mélységes aggodalmamat szeretném kifejezni az amerikai-iráni újságírónő, Roxana Saberi tragikus sorsával kapcsolatban, akit az USA számára folytatott állítólagos kémtevékenység miatt nyolc év börtönre ítéltek, és akit jelen pillanatban a teheráni Evin börtönben tartanak fogva. Az Európai Parlament nevében szeretnék csatlakozni az Európai Tanács elnökéhez és az USA elnökéhez, velük együtt követelve Roxana Saberi mielőbbi és feltétel nélküli szabadon bocsátását.(Taps)Roxana Saberi esete az Iránban az emberi jogok általános drámai helyzetét tükrözi, amely 2005 óta – különösképp ami a polgári és a politikai jogokat illeti – folyamatosan tovább romlik, annak ellenére, hogy a rendelkezésünkre álló nemzetközi eszköztár keretében Irán elkötelezte magát az emberi jogok támogatása és védelme mellett. Saberi asszony elítélésére kritikus pillanatban került sor: két hónappal az Iránban tartandó elnökválasztások előtt, és csak rövid idővel az után, hogy az USA és az EU kezdeményezte, hogy tegyenek erőfeszítéseket az Iránnal fenntartott kapcsolatok javítására.Mélységes aggodalommal tölt el, hogy a jelenlegi politikai helyzetben Sabieri asszonyt egy alku eszközeként használhatják fel, és a lehető leghatározottabban elítélem ezt a nyilvánvalóan politikai érdekek által diktált lépést. Szeretném biztosítani Saberi asszony családját együttérzésünkről, valamint az Európai Parlamentnek az emberi jogok és a demokrácia feltétel nélküli tiszteletben tartása iránti mély elkötelezettségéről Iránban és szerte az egész világon.(Taps)Mindehhez szeretném hozzátenni, hogy információink szerint Iránban most végeztek ki egy fiatal nőt, akit azzal vádoltak, hogy még fiatalkorúként bűncselekményt követett el. Ez ellentétes a nemzetközi jog minden szabályával, és felemeljük szavunkat e bűntett ellen.(Taps)Végezetül szeretném tájékoztatni Önöket arról, hogy a múlt héten a hollandiai Appeldoornban történt tragikus események után mindannyiunk nevében kifejeztem mély részvétünket a holland királynőnek, az áldozatok családjának és a holland népnek, valamint arról, hogy Európa-szerte mindannyian egy emberként támogatjuk holland barátainkat.Ez néhány hírértékű információ volt. Most pedig visszatérünk megszokott ügyrendünkhöz. ",Elnök.,16,680,not_available,"['hun', 'hun', 'hun', 'hun', 'hun', 'hun', 'hun', 'hun', 'hun', 'hun', 'hun', 'hun', 'hun', 'hun', 'hun', 'hun']","['  Elnök.   − Hölgyeim és uraim! Néhány nappal ezelőtt volt az Európai Unió történetében bekövetkezett legnagyobb bővítés ötödik évfordulója. 2004. május 1-jén Közép- és Kelet-Európa, valamint a mediterrán térség tíz országában – nevezetesen Észtországban, Lettországban, Litvániában, Lengyelországban, a Cseh Köztársaságban, Szlovákiában, Magyarországon, Szlovéniában, Máltán és Cipruson – élő hetvenöt millió ember örült annak, hogy az Európai Unió polgárává vált. E bővítést 2007-ben Románia és Bulgária csatlakozása követte.', 'Korunk egyik legcsodálatosabb fejleményei közé tartozik, hogy ez megtörténhetett. Azok után, hogy Közép- és Kelet-Európa népei hatvan éven át elnyomásnak voltak kitéve, az EU-bővítés földrészünk újraegyesítésének beteljesedését jelentette a szabadság, a demokrácia, a jogállamiság, valamint az emberi jogok és az emberi méltóság tiszteletben tartásának közös értékei alapján. E folyamat eredményeképpen az EU erősebb, színesebb, és kulturális értelemben véve gazdagabb lett. A bővítési folyamat gazdagító tapasztalatot jelentett és jelent mind az egyes tagállamok, mind az EU egésze számára.', 'A történelmi pillanat óta eltelt öt év alatt bebizonyosodott, hogy a bővítés hatalmas siker az EU számára, melynek jelentősége polgáraink mindennapi életében egyre növekszik. A kommunizmus rabszolgasága után a bővítési folyamat hozzájárult ahhoz, hogy kontinensünkön valósággá váljon a demokrácia és növekedjen a stabilitás. A bővítésnek köszönhetően az új tagállamokban emelkedett az életszínvonal, és hatalmas ösztönzést kapott az európai gazdaság egésze, mivel az új tagállamoknak is előnye származott az új export- és befektetési lehetőségekből, valamint a nagyobb piacból. Lényegében a tizenkét új tagállam csatlakozása világviszonylatban erősítette az EU pozícióit, és nemzetközi politikai és gazdasági szereplőként növelte súlyát.', 'A bővítés óta eltelt öt év alatt az Európai Parlamentben és az Európai Unió egyéb intézményeiben sikerült integrálnunk új tagjainkat. Megtanultunk kompromisszumokat kötni és még szorosabban együttműködni. Mindazonáltal a nagyobb és sokrétűbb EU megköveteli a szorosabb együttműködést és a jobb cselekvőképességet.', 'A Lisszaboni Szerződés tartalmazza azokat az alapvető reformokat, amelyek a bővítés következményeinek megfelelően átalakítják az EU intézményeit, és alkalmassá teszik azokat a ránk váró új kihívások megválaszolására. Noha a Lisszaboni Szerződés ratifikációs vitája még nem fejeződött be, biztosnak kell lennünk abban, hogy az a jövő év elejére pozitívan fog lezárulni, továbbá reméljük, hogy jövő szerdán a cseh szenátusban pozitív eredmény születik.', '(Taps)', 'Hölgyeim és uraim, rendkívüli örömmel kell eltöltsön bennünket, hogy ma e közösség tagjai vagyunk, és amint azt a 2007. március 25-én kelt Berlini Nyilatkozat oly szépen rögzíti: „boldogsággal tölt el Európa egyesítése”. Van okunk az örömre és a hálára.', 'Most egy meglehetősen aggasztó tényre kell rátérnünk: mélységes aggodalmamat szeretném kifejezni az amerikai-iráni újságírónő, Roxana Saberi tragikus sorsával kapcsolatban, akit az USA számára folytatott állítólagos kémtevékenység miatt nyolc év börtönre ítéltek, és akit jelen pillanatban a teheráni Evin börtönben tartanak fogva. Az Európai Parlament nevében szeretnék csatlakozni az Európai Tanács elnökéhez és az USA elnökéhez, velük együtt követelve Roxana Saberi mielőbbi és feltétel nélküli szabadon bocsátását.', '(Taps)', 'Roxana Saberi esete az Iránban az emberi jogok általános drámai helyzetét tükrözi, amely 2005 óta – különösképp ami a polgári és a politikai jogokat illeti – folyamatosan tovább romlik, annak ellenére, hogy a rendelkezésünkre álló nemzetközi eszköztár keretében Irán elkötelezte magát az emberi jogok támogatása és védelme mellett. Saberi asszony elítélésére kritikus pillanatban került sor: két hónappal az Iránban tartandó elnökválasztások előtt, és csak rövid idővel az után, hogy az USA és az EU kezdeményezte, hogy tegyenek erőfeszítéseket az Iránnal fenntartott kapcsolatok javítására.', 'Mélységes aggodalommal tölt el, hogy a jelenlegi politikai helyzetben Sabieri asszonyt egy alku eszközeként használhatják fel, és a lehető leghatározottabban elítélem ezt a nyilvánvalóan politikai érdekek által diktált lépést. Szeretném biztosítani Saberi asszony családját együttérzésünkről, valamint az Európai Parlamentnek az emberi jogok és a demokrácia feltétel nélküli tiszteletben tartása iránti mély elkötelezettségéről Iránban és szerte az egész világon.', '(Taps)', 'Mindehhez szeretném hozzátenni, hogy információink szerint Iránban most végeztek ki egy fiatal nőt, akit azzal vádoltak, hogy még fiatalkorúként bűncselekményt követett el. Ez ellentétes a nemzetközi jog minden szabályával, és felemeljük szavunkat e bűntett ellen.', '(Taps)', 'Végezetül szeretném tájékoztatni Önöket arról, hogy a múlt héten a hollandiai Appeldoornban történt tragikus események után mindannyiunk nevében kifejeztem mély részvétünket a holland királynőnek, az áldozatok családjának és a holland népnek, valamint arról, hogy Európa-szerte mindannyian egy emberként támogatjuk holland barátainkat.', 'Ez néhány hírértékű információ volt. Most pedig visszatérünk megszokott ügyrendünkhöz. ']"
3, 3. Az előző ülés jegyzőkönyvének elfogadása: lásd a jegyzőkönyvet,⁂,unknown,1,0,not_available,['hun'],['⁂']
4, 3. Az előző ülés jegyzőkönyvének elfogadása: lásd a jegyzőkönyvet,"  Johannes Blokland  (IND/DEM).   – (NL) Elnök úr! A királynő napja Hollandiában minden évben ismétlődő esemény, amikor az egész holland nép együtt ünnepel az Orániai-Nassau-házzal. Ezt az ünnepségsorozatot brutális módon megzavarták, és még alig tértünk magunkhoz a sokkból. Megemlékezünk az áldozatokról, és együttérzésünket fejezzük ki a hozzátartozóiknak. A holland küldöttség nevében szeretném megköszönni az Ön által az Európai Parlament nevében Beatrix királynőnek elküldött levelet. ",Johannes Blokland  (IND/DEM).,1,65,not_available,['dut'],"['  Johannes Blokland  (IND/DEM).   – (NL) Elnök úr! A királynő napja Hollandiában minden évben ismétlődő esemény, amikor az egész holland nép együtt ünnepel az Orániai-Nassau-házzal. Ezt az ünnepségsorozatot brutális módon megzavarták, és még alig tértünk magunkhoz a sokkból. Megemlékezünk az áldozatokról, és együttérzésünket fejezzük ki a hozzátartozóiknak. A holland küldöttség nevében szeretném megköszönni az Ön által az Európai Parlament nevében Beatrix királynőnek elküldött levelet. ']"
5, 13. Ügyrend,"  Elnök.   Kiosztottuk a mai ülés napirendtervezetének végleges változatát, ahogy azt az Elnökök Értekezlete a 2009. április 30-án, csütörtökön tartott ülésén az eljárási szabályzat 132. cikke értelmében megfogalmazta. A következő módosításokra tettek javaslatot:Szerda:A GUE/NGL képviselőcsoport kérte, hogy a Lisszaboni Szerződés tárgyában készült Leinen-, Dehaene-, Brok-, Guy-Quint- és Kaufmann-jelentéssel kapcsolatos közös nyilatkozat kerüljön le a napirendről. ",Elnök.,3,60,not_available,"['hun', 'hun', 'hun']","['  Elnök.   Kiosztottuk a mai ülés napirendtervezetének végleges változatát, ahogy azt az Elnökök Értekezlete a 2009. április 30-án, csütörtökön tartott ülésén az eljárási szabályzat 132. cikke értelmében megfogalmazta. A következő módosításokra tettek javaslatot:', 'Szerda:', 'A GUE/NGL képviselőcsoport kérte, hogy a Lisszaboni Szerződés tárgyában készült Leinen-, Dehaene-, Brok-, Guy-Quint- és Kaufmann-jelentéssel kapcsolatos közös nyilatkozat kerüljön le a napirendről. ']"
6, 13. Ügyrend,"  Mary Lou McDonald,  a GUE/NGL képviselőcsoport nevében. – Elnök úr! Képviselőcsoportom nevében kérem, hogy ez a jelentéscsomag kerüljön le az ülésszak napirendjéről. Úgy vélem, hogy a Háznak némi szerénységet, a demokratikus folyamat iránt pedig némi tiszteletet kellene tanúsítania. Mindannyian tudjuk, hogy Írország elutasította a Lisszaboni Szerződést, és így némiképp csodálkozom azon, hogy a Ház ragaszkodik a kérdés megvitatásához.Demokratikus értelemben nem helyénvaló, hogy a Ház figyelmen kívül hagyja Írország döntését, vagy hogy a Házat az elkövetkezendő hónapok során Írországra irányuló nyomásgyakorlásra használják fel egy olyan szerződés elfogadása érdekében, amely nyilvánvaló módon nem szolgálja sem a mi érdekeinket, sem az európai népek érdekeit. Emlékeztetném képviselőtársaimat, hogy Írországban, és kizárólag Írországban rendeztek demokratikus szavazást e szerződésről, s hogy az egyetlen helyen, ahol a szerződést demokratikus szavazásra bocsátották, az emberek elutasították azt.Ezennel kérem, mindössze hetekkel az európai parlamenti választások előtt, amikor oly lényegbevágó módon nyilvánul majd meg demokráciánk mibenléte, hogy vegyük le a napirendről ezeket a jelentéseket, és összpontosítsunk inkább a gazdasági kérdésekre és a munkanélküliség problémájára – olyan témákra, amelyek ténylegesen kihatással vannak polgáraink életére.","Mary Lou McDonald,",3,173,not_available,"['hun', 'hun', 'hun']","['  Mary Lou McDonald,  a GUE/NGL képviselőcsoport nevében. – Elnök úr! Képviselőcsoportom nevében kérem, hogy ez a jelentéscsomag kerüljön le az ülésszak napirendjéről. Úgy vélem, hogy a Háznak némi szerénységet, a demokratikus folyamat iránt pedig némi tiszteletet kellene tanúsítania. Mindannyian tudjuk, hogy Írország elutasította a Lisszaboni Szerződést, és így némiképp csodálkozom azon, hogy a Ház ragaszkodik a kérdés megvitatásához.', 'Demokratikus értelemben nem helyénvaló, hogy a Ház figyelmen kívül hagyja Írország döntését, vagy hogy a Házat az elkövetkezendő hónapok során Írországra irányuló nyomásgyakorlásra használják fel egy olyan szerződés elfogadása érdekében, amely nyilvánvaló módon nem szolgálja sem a mi érdekeinket, sem az európai népek érdekeit. Emlékeztetném képviselőtársaimat, hogy Írországban, és kizárólag Írországban rendeztek demokratikus szavazást e szerződésről, s hogy az egyetlen helyen, ahol a szerződést demokratikus szavazásra bocsátották, az emberek elutasították azt.', 'Ezennel kérem, mindössze hetekkel az európai parlamenti választások előtt, amikor oly lényegbevágó módon nyilvánul majd meg demokráciánk mibenléte, hogy vegyük le a napirendről ezeket a jelentéseket, és összpontosítsunk inkább a gazdasági kérdésekre és a munkanélküliség problémájára – olyan témákra, amelyek ténylegesen kihatással vannak polgáraink életére.']"
7, 13. Ügyrend,"  Daniel Cohn-Bendit,  a Verts/ALE képviselőcsoport nevében. – (DE)Elnök úr! Úgy vélem, itt nem evilági érveléssel van dolgunk. Itt ma nem a Lisszaboni Szerződés ratifikálásáról van szó. Csupán fel akarunk készülni arra a pillanatra, amikor majd ratifikáljuk azt. Amennyiben nem ratifikáljuk, minden döntésünk kárba vész. Ha viszont ratifikáljuk – és erre majd októberben kerül sor –, e parlamentnek novembertől másképp kell majd működnie. Akkor lennénk igazán felelőtlenek, ha erre nem készülnénk fel. Ezért kell megvitatnunk a kérdést és ezért kell határozatot hoznunk.Ezen túlmenően, McDonald asszony, ezt kifejezetten inkorrektnek tartom képviselőtársával, Kaufmann asszonnyal szemben, aki sajnálatos módon kiválik e parlamentből, hogy hivatali ideje lejártával még csak a lehetőséget sem adja meg neki, hogy láthassa, amint az Európai Parlament egy ilyen fontos jelentést elfogad. Képviselőtársnője, Kaufmann asszony nevében nem tudok egyetérteni Önnel.(Taps) ","Daniel Cohn-Bendit,",4,131,not_available,"['ger', 'ger', 'ger', 'ger']","['  Daniel Cohn-Bendit,  a Verts/ALE képviselőcsoport nevében. – (DE)', 'Elnök úr! Úgy vélem, itt nem evilági érveléssel van dolgunk. Itt ma nem a Lisszaboni Szerződés ratifikálásáról van szó. Csupán fel akarunk készülni arra a pillanatra, amikor majd ratifikáljuk azt. Amennyiben nem ratifikáljuk, minden döntésünk kárba vész. Ha viszont ratifikáljuk – és erre majd októberben kerül sor –, e parlamentnek novembertől másképp kell majd működnie. Akkor lennénk igazán felelőtlenek, ha erre nem készülnénk fel. Ezért kell megvitatnunk a kérdést és ezért kell határozatot hoznunk.', 'Ezen túlmenően, McDonald asszony, ezt kifejezetten inkorrektnek tartom képviselőtársával, Kaufmann asszonnyal szemben, aki sajnálatos módon kiválik e parlamentből, hogy hivatali ideje lejártával még csak a lehetőséget sem adja meg neki, hogy láthassa, amint az Európai Parlament egy ilyen fontos jelentést elfogad. Képviselőtársnője, Kaufmann asszony nevében nem tudok egyetérteni Önnel.', '(Taps) ']"
8, 13. Ügyrend,"  Pedro Guerreiro,  a GUE/NGL képviselőcsoport nevében. – (PT) Elnök úr! Javasoljuk, hogy vegyük fel a napirendbe a közös halászati politika reformjának vitáját, tekintettel az Európai Bizottság április 22-i előterjesztésére, amelyen e fontos közös politika reformjára vonatkozó zöld könyvet mutatta be, valamint ugyancsak tekintettel a zöld könyvben foglalt egyes javaslatok horderejére, amelyek mélyrehatóan érintik e stratégiai ágazatot és a halászokat. Ami azt illeti, a kérdés politikai jelentősége és aktualitása okán a Parlament Halászati Bizottsága már javasolta e téma napirendre vételét. A jelenlegi Parlament számára ez az ülés kínálja az utolsó lehetőséget az e kérdésben történő véleménynyilvánításra. ","Pedro Guerreiro,",1,96,not_available,['por'],"['  Pedro Guerreiro,  a GUE/NGL képviselőcsoport nevében. – (PT) Elnök úr! Javasoljuk, hogy vegyük fel a napirendbe a közös halászati politika reformjának vitáját, tekintettel az Európai Bizottság április 22-i előterjesztésére, amelyen e fontos közös politika reformjára vonatkozó zöld könyvet mutatta be, valamint ugyancsak tekintettel a zöld könyvben foglalt egyes javaslatok horderejére, amelyek mélyrehatóan érintik e stratégiai ágazatot és a halászokat. Ami azt illeti, a kérdés politikai jelentősége és aktualitása okán a Parlament Halászati Bizottsága már javasolta e téma napirendre vételét. A jelenlegi Parlament számára ez az ülés kínálja az utolsó lehetőséget az e kérdésben történő véleménynyilvánításra. ']"
9, 13. Ügyrend,"  Philippe Morillon,  a Halászati Bizottság elnöke. – (FR) Elnök úr! A probléma meglehetősen egyszerű: nincs időnk. A fennmaradó néhány órában nem célszerű belefogni ma egy olyan téma megvitatásába, amely 2012-ben vagy 2013-ban fog lezárulni.Az április 30-án tartott ülés során a bizottságban megvitattuk a kérdést. Minden kollégámnak az a véleménye, hogy a kérdések megvitatásával a következő parlamenti ciklus kezdetéig kellene várnunk. ","Philippe Morillon,",2,63,not_available,"['fra', 'fra']","['  Philippe Morillon,  a Halászati Bizottság elnöke. – (FR) Elnök úr! A probléma meglehetősen egyszerű: nincs időnk. A fennmaradó néhány órában nem célszerű belefogni ma egy olyan téma megvitatásába, amely 2012-ben vagy 2013-ban fog lezárulni.', 'Az április 30-án tartott ülés során a bizottságban megvitattuk a kérdést. Minden kollégámnak az a véleménye, hogy a kérdések megvitatásával a következő parlamenti ciklus kezdetéig kellene várnunk. ']"
