,agenda_item,text,speaker,number_p,number_w,chair,language_ps,ps
0, 1. Pokračování zasedání,PŘEDSEDAJÍCÍ: PAN PÖTTERING Předseda (Zasedání bylo zahájeno v 17:05) ,PŘEDSEDAJÍCÍ: PAN PÖTTERING,2,10,not_available,"['cze', 'cze']","['PŘEDSEDAJÍCÍ: PAN PÖTTERING Předseda', ' (Zasedání bylo zahájeno v 17:05) ']"
1, 1. Pokračování zasedání,  Předseda.   − Prohlašuji zasedání Evropského parlamentu přerušené v pátek 24. dubna 2009 za obnovené. ,Předseda.,1,13,not_available,['cze'],['  Předseda.   − Prohlašuji zasedání Evropského parlamentu přerušené v pátek 24. dubna 2009 za obnovené. ']
2, 2. Prohlášení předsednictví,"  Předseda.   − Dámy a pánové, před několika dny jsme si připomněli páté výročí největšího rozšíření v dějinách Evropské unie. Dne 1. května 2004 sedmdesát pět milionů lidí z deseti zemí střední a východní Evropy, ale i z oblasti Středozemního moře – jmenovitě z Estonska, Lotyšska, Litvy, Polska, České republiky, Slovenska, Maďarska, Slovinska, Malty a Kypru – vyjádřilo svou radost z toho, že se stali občany Evropské unie. Po tomto rozšíření následovalo v roce 2007 přistoupení Rumunska a Bulharska.Skutečnost, že k tomuto mohlo dojít, je jedním z nejúžasnějších vývojů naší doby. Poté, co lidé ve střední a východní Evropě trpěli šedesát let pod útlakem, představuje rozšíření EU završení opětovného sjednocení našeho kontinentu na základě sdílených hodnot svobody, demokracie, právního státu a dodržování lidských práv a lidské důstojnosti. Výsledkem tohoto procesu je, že EU nabyla na síle, rozmanitosti a kulturním bohatství. Proces rozšíření byl, a stále je, zkušeností obohacující každý jednotlivý členský stát, i EU jako celek.Pět let po tomto historickém okamžiku se ukazuje, že rozšíření bylo velkým úspěchem EU. Jeho význam v běžném životě našich občanů nadále roste. Po porobě komunismu přispěl proces rozšíření k tomu, že se na našem kontinentu stala demokracie realitou a posílila se stabilita. Rozšíření zlepšilo životní standard v nových členských státech a poskytlo mocný impuls celému evropskému hospodářství, neboť i staré členské státy měly prospěch z nových vývozních a investičních příležitostí i z rozšířeného trhu. Rozšíření o dvanáct nových zemí ve své podstatě posílilo celosvětové postavení EU a přidalo jí na váze jako mezinárodnímu politickému a hospodářskému aktérovi.V pěti letech, které již od rozšíření uplynuly, jsme zde v Evropském parlamentu i v ostatních orgánech Evropské unie úspěšně začlenili do svých řad nové členy. Naučili jsem se vycházet si vstříc na půl cesty a úžeji spolupracovat. Větší a rozmanitější EU však vyžaduje užší spolupráci a větší akceschopnost.Lisabonská smlouva obsahuje klíčové reformy potřebné k tomu, aby se orgány EU přizpůsobily důsledkům rozšíření a dostaly se do postavení, kde by mohly čelit výzvám, před nimiž stojíme. Přestože diskusi o ratifikaci Lisabonské smlouvy je třeba ještě dovršit, měli bychom mít důvěru v dosažení kladného výsledku začátkem příštího roku a doufáme v kladný výsledek i v českém senátu příští středu.(Potlesk)Dámy a pánové, měli bychom mít velkou radost, že dnes tvoříme součást tohoto společenství a – jak je krásně řečeno v Berlínské deklaraci z 25. března 2007 – „jsme sjednoceni k našemu prospěchu“. Máme důvod mít radost a být vděční.Nyní se ale musíme zabývat jednou poněkud znepokojivou skutečností: vyjadřuji hluboké znepokojení nad tragickou situací novinářky americko-íránského původu Roxany Saberiové, která byla odsouzena k osmi letům vězení za údajnou špionáž ve prospěch USA a v současnosti se nachází v teheránské věznici Evin. Chtěl bych se za Evropský parlament připojit k předsedovi Evropské rady a prezidentovi USA a k jejich požadavku na okamžité a bezpodmínečné propuštění Roxany Saberiové.(Potlesk)Případ Roxany Saberiové odráží celkově dramatickou situaci lidských práv v Íránu, která se od roku 2005 – zejména pokud jde o občanská a politická práva – neustále zhoršuje i přesto, že se Írán v rámci stávajících mezinárodních nástrojů zavázal lidská práva podporovat a chránit. Odsouzení Roxany Saberiové přichází v kritickém okamžiku: dva měsíce před prezidentskými volbami v Íránu a krátce poté, co USA a EU vynaložily značné úsilí na zlepšení vztahů s Íránem.Jsem hluboce znepokojen tím, že ve světle nadcházejícího politického vývoje by mohla být paní Saberiová zneužita k vyjednávání, a zásadně toto odsuzuji jako jasně politicky motivovaný tah. Chtěl bych ubezpečit rodinu paní Saberiové o naší solidaritě a pevném odhodlání Evropského parlamentu zajistit bezpodmínečné dodržování lidských práv a demokracie v Íránu i na celém světě.(Potlesk)Dodávám, že jsme byli informováni o případu mladé ženy, která byla v Íránu obviněna z toho, že jako nezletilá spáchala zločin, a byla nyní popravena. To je zločin v rozporu s veškerými pravidly mezinárodního práva a my proti němu protestujeme.(Potlesk)Závěrem bych vás chtěl informovat o tom, že po tragických událostech, k nimž došlo minulý týden v nizozemském Appeldoornu, jsem vyjádřil za Evropský parlament upřímnou soustrast nizozemské královně, rodinám obětí a občanům Nizozemska a ujistil jsem je, že celá Evropa stojí s našimi nizozemskými přáteli bok po boku.Tolik k novinkám. Nyní se vrátíme k obvyklé práci. ",Předseda.,16,692,not_available,"['cze', 'cze', 'cze', 'cze', 'cze', 'cze', 'cze', 'cze', 'cze', 'cze', 'cze', 'cze', 'cze', 'cze', 'cze', 'cze']","['  Předseda.   − Dámy a pánové, před několika dny jsme si připomněli páté výročí největšího rozšíření v dějinách Evropské unie. Dne 1. května 2004 sedmdesát pět milionů lidí z deseti zemí střední a východní Evropy, ale i z oblasti Středozemního moře – jmenovitě z Estonska, Lotyšska, Litvy, Polska, České republiky, Slovenska, Maďarska, Slovinska, Malty a Kypru – vyjádřilo svou radost z toho, že se stali občany Evropské unie. Po tomto rozšíření následovalo v roce 2007 přistoupení Rumunska a Bulharska.', 'Skutečnost, že k tomuto mohlo dojít, je jedním z nejúžasnějších vývojů naší doby. Poté, co lidé ve střední a východní Evropě trpěli šedesát let pod útlakem, představuje rozšíření EU završení opětovného sjednocení našeho kontinentu na základě sdílených hodnot svobody, demokracie, právního státu a dodržování lidských práv a lidské důstojnosti. Výsledkem tohoto procesu je, že EU nabyla na síle, rozmanitosti a kulturním bohatství. Proces rozšíření byl, a stále je, zkušeností obohacující každý jednotlivý členský stát, i EU jako celek.', 'Pět let po tomto historickém okamžiku se ukazuje, že rozšíření bylo velkým úspěchem EU. Jeho význam v běžném životě našich občanů nadále roste. Po porobě komunismu přispěl proces rozšíření k tomu, že se na našem kontinentu stala demokracie realitou a posílila se stabilita. Rozšíření zlepšilo životní standard v nových členských státech a poskytlo mocný impuls celému evropskému hospodářství, neboť i staré členské státy měly prospěch z nových vývozních a investičních příležitostí i z rozšířeného trhu. Rozšíření o dvanáct nových zemí ve své podstatě posílilo celosvětové postavení EU a přidalo jí na váze jako mezinárodnímu politickému a hospodářskému aktérovi.', 'V pěti letech, které již od rozšíření uplynuly, jsme zde v Evropském parlamentu i v ostatních orgánech Evropské unie úspěšně začlenili do svých řad nové členy. Naučili jsem se vycházet si vstříc na půl cesty a úžeji spolupracovat. Větší a rozmanitější EU však vyžaduje užší spolupráci a větší akceschopnost.', 'Lisabonská smlouva obsahuje klíčové reformy potřebné k tomu, aby se orgány EU přizpůsobily důsledkům rozšíření a dostaly se do postavení, kde by mohly čelit výzvám, před nimiž stojíme. Přestože diskusi o ratifikaci Lisabonské smlouvy je třeba ještě dovršit, měli bychom mít důvěru v dosažení kladného výsledku začátkem příštího roku a doufáme v kladný výsledek i v českém senátu příští středu.', '(Potlesk)', 'Dámy a pánové, měli bychom mít velkou radost, že dnes tvoříme součást tohoto společenství a – jak je krásně řečeno v Berlínské deklaraci z 25. března 2007 – „jsme sjednoceni k našemu prospěchu“. Máme důvod mít radost a být vděční.', 'Nyní se ale musíme zabývat jednou poněkud znepokojivou skutečností: vyjadřuji hluboké znepokojení nad tragickou situací novinářky americko-íránského původu Roxany Saberiové, která byla odsouzena k osmi letům vězení za údajnou špionáž ve prospěch USA a v současnosti se nachází v teheránské věznici Evin. Chtěl bych se za Evropský parlament připojit k předsedovi Evropské rady a prezidentovi USA a k jejich požadavku na okamžité a bezpodmínečné propuštění Roxany Saberiové.', '(Potlesk)', 'Případ Roxany Saberiové odráží celkově dramatickou situaci lidských práv v Íránu, která se od roku 2005 – zejména pokud jde o občanská a politická práva – neustále zhoršuje i přesto, že se Írán v rámci stávajících mezinárodních nástrojů zavázal lidská práva podporovat a chránit. Odsouzení Roxany Saberiové přichází v kritickém okamžiku: dva měsíce před prezidentskými volbami v Íránu a krátce poté, co USA a EU vynaložily značné úsilí na zlepšení vztahů s Íránem.', 'Jsem hluboce znepokojen tím, že ve světle nadcházejícího politického vývoje by mohla být paní Saberiová zneužita k vyjednávání, a zásadně toto odsuzuji jako jasně politicky motivovaný tah. Chtěl bych ubezpečit rodinu paní Saberiové o naší solidaritě a pevném odhodlání Evropského parlamentu zajistit bezpodmínečné dodržování lidských práv a demokracie v Íránu i na celém světě.', '(Potlesk)', 'Dodávám, že jsme byli informováni o případu mladé ženy, která byla v Íránu obviněna z toho, že jako nezletilá spáchala zločin, a byla nyní popravena. To je zločin v rozporu s veškerými pravidly mezinárodního práva a my proti němu protestujeme.', '(Potlesk)', 'Závěrem bych vás chtěl informovat o tom, že po tragických událostech, k nimž došlo minulý týden v nizozemském Appeldoornu, jsem vyjádřil za Evropský parlament upřímnou soustrast nizozemské královně, rodinám obětí a občanům Nizozemska a ujistil jsem je, že celá Evropa stojí s našimi nizozemskými přáteli bok po boku.', 'Tolik k novinkám. Nyní se vrátíme k obvyklé práci. ']"
3, 3. Schválení zápisu z předchozího zasedání: viz zápis,⁂,unknown,1,0,not_available,['cze'],['⁂']
4, 3. Schválení zápisu z předchozího zasedání: viz zápis,"  Johannes Blokland  (IND/DEM).   – (NL) Pane předsedo, Den královny v Nizozemsku je každoročně událostí, kterou oslavují spolu s oranžsko-nasavským rodem všichni obyvatelé Nizozemska. Tyto oslavy byly násilně přerušeny a my jsme se z tohoto šoku ještě nestihli vzpamatovat. Vzpomínáme na oběti a vyjadřujeme upřímnou soustrast jejich rodinám. Jménem nizozemské delegace vám děkuji za dopis, který jste za Evropský parlament zaslal naší královně Beatrix. ",Johannes Blokland  (IND/DEM).,1,64,not_available,['dut'],"['  Johannes Blokland  (IND/DEM).   – (NL) Pane předsedo, Den královny v Nizozemsku je každoročně událostí, kterou oslavují spolu s oranžsko-nasavským rodem všichni obyvatelé Nizozemska. Tyto oslavy byly násilně přerušeny a my jsme se z tohoto šoku ještě nestihli vzpamatovat. Vzpomínáme na oběti a vyjadřujeme upřímnou soustrast jejich rodinám. Jménem nizozemské delegace vám děkuji za dopis, který jste za Evropský parlament zaslal naší královně Beatrix. ']"
5, 13. Plán práce,"  Předseda.   Bylo rozdáno konečné znění návrhu pořadu jednání tohoto zasedání, který vypracovala Konference předsedů na svém zasedání ve čtvrtek dne 30. dubna 2009 podle článku 132 jednacího řádu. Byly navrženy tyto změny:Středa:Skupina GUE/NGL požádala, aby bylo společné prohlášení týkající se zpráv zpravodajů Leinena, Dehaeneho, Broka, Guy-Quintové a Kaufmannové ohledně Lisabonské smlouvy vyřazeno z pořadu jednání. ",Předseda.,3,59,not_available,"['cze', 'cze', 'cze']","['  Předseda.   Bylo rozdáno konečné znění návrhu pořadu jednání tohoto zasedání, který vypracovala Konference předsedů na svém zasedání ve čtvrtek dne 30. dubna 2009 podle článku 132 jednacího řádu. Byly navrženy tyto změny:', 'Středa:', 'Skupina GUE/NGL požádala, aby bylo společné prohlášení týkající se zpráv zpravodajů Leinena, Dehaeneho, Broka, Guy-Quintové a Kaufmannové ohledně Lisabonské smlouvy vyřazeno z pořadu jednání. ']"
6, 13. Plán práce,"  Mary Lou McDonald,  jménem skupiny GUE/NGL. – Pane předsedo, žádám jménem své skupiny, aby byl tento balíček zpráv vyškrtnut z pořadu jednání tohoto zasedání. Myslím, že by Parlament měl projevit určitou míru pokory a respektu vůči demokratickým postupům. Všichni víme, že Irsko Lisabonskou smlouvu zamítlo, a tak se svým způsobem podivuji nad tím, že Parlament trvá na rozpravě na toto téma.Z demokratického hlediska není vhodné, aby tento parlament ignoroval verdikt Irska nebo aby byl v nadcházejících měsících využíván k vytváření nátlaku na Irsko, aby přijalo smlouvu, která jasně není v našem zájmu nebo v zájmu evropských občanů. Připomínám poslancům, že Irsko, jen a pouze Irsko, podrobilo tuto smlouvu demokratickému hlasování a v tomto jediném místě, kde byla smlouva vystavena demokratickému hlasování, ji lidé odmítli.Nyní, pár týdnů před volbami do Evropského parlamentu, kdy je téma kvality naší demokracie tak zásadním, tedy žádám, aby byly tyto zprávy vyškrtnuty z pořadu jednání a abychom spíše věnovali pozornost hospodářským otázkám a otázkám nezaměstnanosti – otázkám, které naše občany skutečně postihují. ","Mary Lou McDonald,",3,167,not_available,"['cze', 'cze', 'cze']","['  Mary Lou McDonald,  jménem skupiny GUE/NGL. – Pane předsedo, žádám jménem své skupiny, aby byl tento balíček zpráv vyškrtnut z pořadu jednání tohoto zasedání. Myslím, že by Parlament měl projevit určitou míru pokory a respektu vůči demokratickým postupům. Všichni víme, že Irsko Lisabonskou smlouvu zamítlo, a tak se svým způsobem podivuji nad tím, že Parlament trvá na rozpravě na toto téma.', 'Z demokratického hlediska není vhodné, aby tento parlament ignoroval verdikt Irska nebo aby byl v nadcházejících měsících využíván k vytváření nátlaku na Irsko, aby přijalo smlouvu, která jasně není v našem zájmu nebo v zájmu evropských občanů. Připomínám poslancům, že Irsko, jen a pouze Irsko, podrobilo tuto smlouvu demokratickému hlasování a v tomto jediném místě, kde byla smlouva vystavena demokratickému hlasování, ji lidé odmítli.', 'Nyní, pár týdnů před volbami do Evropského parlamentu, kdy je téma kvality naší demokracie tak zásadním, tedy žádám, aby byly tyto zprávy vyškrtnuty z pořadu jednání a abychom spíše věnovali pozornost hospodářským otázkám a otázkám nezaměstnanosti – otázkám, které naše občany skutečně postihují. ']"
7, 13. Plán práce,"  Daniel Cohn-Bendit,  jménem skupiny Verts/ALE. - (DE) Pane předsedo, pro mě je takováto argumentace něčím neuvěřitelným. Tady a teď nejde o ratifikaci Lisabonské smlouvy. Pouze chceme být připraveni na to, až bude ratifikována. Pokud ratifikována nebude, pak vše, o čem jsme rozhodovali, bude promarněno. Pokud však bude ratifikována – k čemuž by došlo v říjnu – bude muset tento parlament od listopadu fungovat jinak. Bylo by od nás skutečně nezodpovědné se nepřipravit. Proto je tato rozprava potřebná a je třeba učinit rozhodnutí.Dále, paní McDonaldová, považuji za zvláště nefér vůči vaší kolegyni paní Kaufmannové, která bohužel Parlament opouští, že byste jí ani neposkytla příležitost, aby na konci své působnosti mohla být u přijímání tak významné zprávy v Evropském parlamentu. Za vaši kolegyni paní Kaufmannovou s vámi musím nesouhlasit.(Potlesk)","Daniel Cohn-Bendit,",3,128,not_available,"['cze', 'cze', 'cze']","['  Daniel Cohn-Bendit,  jménem skupiny Verts/ALE. - (DE) Pane předsedo, pro mě je takováto argumentace něčím neuvěřitelným. Tady a teď nejde o ratifikaci Lisabonské smlouvy. Pouze chceme být připraveni na to, až bude ratifikována. Pokud ratifikována nebude, pak vše, o čem jsme rozhodovali, bude promarněno. Pokud však bude ratifikována – k čemuž by došlo v říjnu – bude muset tento parlament od listopadu fungovat jinak. Bylo by od nás skutečně nezodpovědné se nepřipravit. Proto je tato rozprava potřebná a je třeba učinit rozhodnutí.', 'Dále, paní McDonaldová, považuji za zvláště nefér vůči vaší kolegyni paní Kaufmannové, která bohužel Parlament opouští, že byste jí ani neposkytla příležitost, aby na konci své působnosti mohla být u přijímání tak významné zprávy v Evropském parlamentu. Za vaši kolegyni paní Kaufmannovou s vámi musím nesouhlasit.', '(Potlesk)']"
8, 13. Plán práce,"  Pedro Guerreiro,  jménem skupiny GUE/NGL. – (PT) Pane předsedo, navrhujeme zahrnout do pořadu jednání rozpravu o reformě společné rybářské politiky s ohledem na to, že Komise dne 22. dubna předložila zelenou knihu o reformě této důležité společné politiky, a také s ohledem na významné dopady některých návrhů obsažených v této zelené knize pro toto strategické odvětví a pro rybáře. Vzhledem k politickému významu a aktuálnosti této rozpravy již byl návrh na zařazení tohoto tématu do pořadu jednání vznesen Výborem pro rybolov tohoto Parlamentu. Toto plenární zasedání je poslední příležitostí, aby stávající Parlament vyjádřil své stanovisko k tomuto tématu. ","Pedro Guerreiro,",1,98,not_available,['por'],"['  Pedro Guerreiro,  jménem skupiny GUE/NGL. – (PT) Pane předsedo, navrhujeme zahrnout do pořadu jednání rozpravu o reformě společné rybářské politiky s ohledem na to, že Komise dne 22. dubna předložila zelenou knihu o reformě této důležité společné politiky, a také s ohledem na významné dopady některých návrhů obsažených v této zelené knize pro toto strategické odvětví a pro rybáře. Vzhledem k politickému významu a aktuálnosti této rozpravy již byl návrh na zařazení tohoto tématu do pořadu jednání vznesen Výborem pro rybolov tohoto Parlamentu. Toto plenární zasedání je poslední příležitostí, aby stávající Parlament vyjádřil své stanovisko k tomuto tématu. ']"
9, 13. Plán práce,"  Philippe Morillon,  předseda Výboru pro rybolov. – (FR) Pane předsedo, problém spočívá jen v tom, že nemáme čas. Není praktické zahajovat dnes, kdy zbývá jen několik málo hodin, rozpravu o tématu, které bude uzavřeno až v roce 2012 nebo 2013.Diskutovali jsme o tomto tématu na zasedání výboru dne 30. dubna. Názorem všech mých kolegů je, že bychom se zkoumáním těchto záležitostí měli vyčkat do dalšího volebního období. ","Philippe Morillon,",2,67,not_available,"['fra', 'fra']","['  Philippe Morillon,  předseda Výboru pro rybolov. – (FR) Pane předsedo, problém spočívá jen v tom, že nemáme čas. Není praktické zahajovat dnes, kdy zbývá jen několik málo hodin, rozpravu o tématu, které bude uzavřeno až v roce 2012 nebo 2013.', 'Diskutovali jsme o tomto tématu na zasedání výboru dne 30. dubna. Názorem všech mých kolegů je, že bychom se zkoumáním těchto záležitostí měli vyčkat do dalšího volebního období. ']"
