,agenda_item,text,speaker,number_p,number_w,chair,language_ps,ps
0, 1. Откриване на заседанието,ПОД ПРЕДСЕДАТЕЛСТВОТО НА: г-н BUZEK Председател,ПОД ПРЕДСЕДАТЕЛСТВОТО НА: г-н BUZEK,1,7,not_available,['bul'],['ПОД ПРЕДСЕДАТЕЛСТВОТО НА: г-н BUZEK Председател']
1, 5. Свобода на информацията в Италия (разискване),  Председател.   – Следващата точка е изявлението на Комисията относно свободата на информацията в Италия. ,Председател.,1,13,not_available,['bul'],['  Председател.   – Следващата точка е изявлението на Комисията относно свободата на информацията в Италия. ']
2, 5. Свобода на информацията в Италия (разискване),"  Вивиан Рединг,  член на Комисията. – (EN) Г-н председател, свободата на словото и свободата на информация са в основата на свободното, демократично и плуралистично общество. Това е мое твърдо убеждение като бивш журналист, а също така и твърдото убеждение на Европейския съюз. Ето защо всички институции на ЕС – Парламентът, Съветът и Комисията — подписаха Хартата за основните права на ЕС, член 11 от която гласи, че: „Всеки има право на свобода на изразяването на мнения. Това право включва свободата да отстоява своето мнение, да получава и да разпространява информация и идеи без намеса на публичните власти и независимо от границите. Свободата и плурализмът на медиите се зачитат.“Искам да припомня, че в член 51, параграф 1 от Хартата на ЕС също се посочва къде и кога се прилагат тези основни права. Ще цитирам отново: „Разпоредбите на настоящата харта се отнасят за институциите, органите, службите и агенциите на Съюза при зачитане на принципа на субсидиарност, както и за държавите-членки“, но „единствено, когато те прилагат правото на Съюза“.В областта на компетентност на ЕС, която трябва да зачитаме, Европейската комисия винаги е защитавала свободата на медиите, свободата на словото, свобода на информацията и свободата на печата било то в рамките на ЕС или във външните ни отношения с трети държави. Искам да припомня по-специално важната роля, която изигра директивата „Телевизия без граници“ на ЕС, която от 1989 г. гарантира, че гражданите на всички държави-членки са свободни да получават без ограничения предавания от други страни от ЕС; една директива на ЕС, която имаше съществен принос за свободното движение на информация през границите и за по-плуралистичната медийна среда във всички държави-членки. Във връзка с това искам да благодаря на Европейския парламент, че помогна на Комисията за изготвянето на модернизиран вариант на тази директива, който разширява свободата на информацията отвъд границите, отвъд излъчванията, обхващайки и други аудиовизуални услуги, и по-специално разпространяваните чрез интернет.Тази директива трябва да бъде приложена във всички държави-членки на ЕС до края на годината и ще има важен принос за създаването на плуралистична среда, включително що се отнася до онлайн средата. Искам също така да припомня три други много важни елемента от тази директива.На първо място, насърчаването на независимите телевизионни продукции. В директивата е залегнало правилото, че излъчващите оператори запазват поне 10% от тяхното програмно време или 10% от техния програмен бюджет за европейски произведения, създадени от независими продуценти.На второ място, в своя модернизиран вариант директивата предвижда журналистите и новинарските организации да имат право на достъп до кратки откъси в целия ЕС за целите на изготвянето на кратки репортажи.На трето място, и това е от първостепенно значение, в новата директива се споменава необходимостта от наличие на независими органи по въпросите на медиите на национално равнище. Това беше предложено от Комисията и в крайна сметка беше прието единствено благодарение на силната подкрепа на Европейския парламент. Поради това в сектора на радио- и телевизионното разпространение модернизираната директива „Телевизия без граници“ може да се смята за харта за свободата на трансграничната информация в ЕС.Сега искам да припомня друг важен аспект в областта на компетентност на ЕС, където тази институция може да предприеме действия и е правила това, подкрепяйки плурализма на медиите. Имам предвид политиката в областта на радиочестотния спектър. Всички знаете, че не може да има радио- и телевизионно разпространение без достъп до радиочестотен спектър като политиката на ЕС цели да гарантира, че всички участници на пазара получават недискриминационен достъп до радиочестотен спектър. Поради това националните органи нямат право, разпределяйки честотния спектър, да спират конкуренцията на медийния пазар в полза на операторите, които вече извършват дейност на този пазар. Между другото Съдът на Европейските общности потвърди този важен принцип, който директно произтича от свободата на предоставяне на услуги, в своето решение „Centro Europa“. Комисията приветства решението като фактор, допринасящ за лоялната конкуренция и като важна основа за укрепването на плурализма на медиите. На това основание Комисията неколкократно предприема действия срещу държави-членки, в които системата за управление на честотния спектър е в противоречие с този принцип.Като пример искам да припомня процедурата за нарушение от 2006 г. относно разпределението на радиочестотния спектър в Италия, която беше започната от мен и моята колега Нели Крус. Под натиска на тази процедура италианските органи в момента променят подхода си. Резултатът от това ще бъде съществено отваряне на пазара и победа за медийния плурализъм. Ето защо политиката за радиочестотния спектър е ясен пример за област, в която ЕС може да предприеме действия в рамките на своята компетентност, за да засили конкуренцията за ресурсите, от които зависят излъчващите оператори, и по този начин да заздрави медийния плурализъм.Що се отнася до печатните медии, компетенциите на ЕС са много по-ограничени. Печатните медии са един от основните примери за национална или дори регионална компетентност и тяхното състояние много често отразява различните културни традиции в отделните държави-членки. Поради тази причина по отношение на печатните медии не е налице специално законодателство на ЕС, нито е възможно наличието на такова законодателство съгласно действащите Договори. Въпреки това в институциите на ЕС, и по-специално в Европейската комисия, винаги сме подкрепяли развитието на печатните медии в целия ЕС. Искам да припомня, че в качеството си на член на ЕК, отговарящ за медиите, проведох много срещи с главни редактори от цяла Европа, за да разговаряме по актуални въпроси в областта на медийната свобода и плурализма на медиите.През юни 2009 г. това доведе до създаването на Европейската харта за свободата на печата, която беше съставена от журналисти от цяла Европа. Когато крайният резултат от този труд ми беше предаден, хартата получи пълното ми одобрение. Хартата за свободата на печата, инициирана от общността на европейските журналисти, представлява важно потвърждение на основните стойности, които са залегнали в основните правни текстове на ЕС, като например Хартата на основните права на ЕС. Тя е и напомняне към всички политици в тяхната област на компетентност, че за да има ефективна свобода на печата, държавните органи наистина трябва да изпълняват своята роля: те трябва да бъдат готови да защитят свободата на изразяване и да насърчат нейното развитие. Затова хартата е важна стъпка към заздравяването на тези основни ценности и права, която позволява на журналистите да се позовават на тях срещу правителства или политически държавни органи винаги, когато чувстват, че тяхната свобода на работа е застрашена неоснователно.Уважаемите колеги ще забележат, че институциите на ЕС, и по-специално Комисията, показват значителен политически ангажимент към основните права и свободата на информация, свободата на изразяване и свободата на медиите. Използваме нашата компетентност, за да защитаваме тези права и свободи в работата си въз основа на Договорите и ще продължим да го правим.Искам обаче да засегна още един важен аспект, а именно факта, че основните права са залегнали в политиките на ЕС, не прави ЕС компетентен по всички въпроси, свързани с основните права в една или друга държава-членка. Нека не забравяме, че държавите-членки имат конституции — много от тях с дългогодишни традиции — и че във всички държави-членки има съдилища, апелативни съдилища и конституционни съдилища, които гарантират, че основните права се зачитат и прилагат при всички действия на националните органи. Имаме съвсем скорошен пример за това, а именно от вчера в Италия.Това е следствие от факта, че имаме разделение на труда, защото Европа не е супердържава, а се състои от 27 суверенни държави-членки и ще продължи да функционира по този начин и съгласно новия Договор от Лисабон.Затова ви призовавам да не използвате европейските институции за решаването на проблеми, които съгласно нашите Договори следва да бъдат решавани на национално равнище. Не трябва да претендираме да изпълняваме роля, която нямаме, а няма и да имаме съгласно Договора от Лисабон. Нека да се концентрираме върху ефективното прилагане на правилата, принципите, правата и свободите в областите, в които ЕС е компетентен. Това може да доведе до много важен напредък, а в изказването си споменах няколко такива конкретни примера.Позволете ми да добавя още един пример за това къде можем да действаме. Paul Rübig, член на Парламента, неотдавна предложи в изменение на бюджета нова програма на ЕС, наречена „Еразъм за журналисти“. Подобна програма, в трудни времена за печатните медии, позволява на журналистите да работят за ограничен период от време с редакторски екипи в други държави-членки. Също така ще даде възможност на журналистите да разберат каква е политическата, икономическата и социалната ситуация в други държави-членки и да пишат за нея. Ще позволи на журналистите да сравняват ситуацията в цяла Европа и да я представят на читателите, включително ситуацията по отношение на свободата на медиите. Ето защо насърчавам Европейския парламент да гледа положително на тези предложения, които определено се ползват с подкрепата на члена на ЕК, отговарящ за медиите. ","Вивиан Рединг,",16,1424,not_available,"['eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng']","['  Вивиан Рединг,  член на Комисията. – (EN) Г-н председател, свободата на словото и свободата на информация са в основата на свободното, демократично и плуралистично общество. Това е мое твърдо убеждение като бивш журналист, а също така и твърдото убеждение на Европейския съюз. Ето защо всички институции на ЕС – Парламентът, Съветът и Комисията — подписаха Хартата за основните права на ЕС, член 11 от която гласи, че: „Всеки има право на свобода на изразяването на мнения. Това право включва свободата да отстоява своето мнение, да получава и да разпространява информация и идеи без намеса на публичните власти и независимо от границите. Свободата и плурализмът на медиите се зачитат.“', 'Искам да припомня, че в член 51, параграф 1 от Хартата на ЕС също се посочва къде и кога се прилагат тези основни права. Ще цитирам отново: „Разпоредбите на настоящата харта се отнасят за институциите, органите, службите и агенциите на Съюза при зачитане на принципа на субсидиарност, както и за държавите-членки“, но „единствено, когато те прилагат правото на Съюза“.', 'В областта на компетентност на ЕС, която трябва да зачитаме, Европейската комисия винаги е защитавала свободата на медиите, свободата на словото, свобода на информацията и свободата на печата било то в рамките на ЕС или във външните ни отношения с трети държави. Искам да припомня по-специално важната роля, която изигра директивата „Телевизия без граници“ на ЕС, която от 1989 г. гарантира, че гражданите на всички държави-членки са свободни да получават без ограничения предавания от други страни от ЕС; една директива на ЕС, която имаше съществен принос за свободното движение на информация през границите и за по-плуралистичната медийна среда във всички държави-членки. Във връзка с това искам да благодаря на Европейския парламент, че помогна на Комисията за изготвянето на модернизиран вариант на тази директива, който разширява свободата на информацията отвъд границите, отвъд излъчванията, обхващайки и други аудиовизуални услуги, и по-специално разпространяваните чрез интернет.', 'Тази директива трябва да бъде приложена във всички държави-членки на ЕС до края на годината и ще има важен принос за създаването на плуралистична среда, включително що се отнася до онлайн средата. Искам също така да припомня три други много важни елемента от тази директива.', 'На първо място, насърчаването на независимите телевизионни продукции. В директивата е залегнало правилото, че излъчващите оператори запазват поне 10% от тяхното програмно време или 10% от техния програмен бюджет за европейски произведения, създадени от независими продуценти.', 'На второ място, в своя модернизиран вариант директивата предвижда журналистите и новинарските организации да имат право на достъп до кратки откъси в целия ЕС за целите на изготвянето на кратки репортажи.', 'На трето място, и това е от първостепенно значение, в новата директива се споменава необходимостта от наличие на независими органи по въпросите на медиите на национално равнище. Това беше предложено от Комисията и в крайна сметка беше прието единствено благодарение на силната подкрепа на Европейския парламент. Поради това в сектора на радио- и телевизионното разпространение модернизираната директива „Телевизия без граници“ може да се смята за харта за свободата на трансграничната информация в ЕС.', 'Сега искам да припомня друг важен аспект в областта на компетентност на ЕС, където тази институция може да предприеме действия и е правила това, подкрепяйки плурализма на медиите. Имам предвид политиката в областта на радиочестотния спектър. Всички знаете, че не може да има радио- и телевизионно разпространение без достъп до радиочестотен спектър като политиката на ЕС цели да гарантира, че всички участници на пазара получават недискриминационен достъп до радиочестотен спектър. Поради това националните органи нямат право, разпределяйки честотния спектър, да спират конкуренцията на медийния пазар в полза на операторите, които вече извършват дейност на този пазар. Между другото Съдът на Европейските общности потвърди този важен принцип, който директно произтича от свободата на предоставяне на услуги, в своето решение „Centro Europa“. Комисията приветства решението като фактор, допринасящ за лоялната конкуренция и като важна основа за укрепването на плурализма на медиите. На това основание Комисията неколкократно предприема действия срещу държави-членки, в които системата за управление на честотния спектър е в противоречие с този принцип.', 'Като пример искам да припомня процедурата за нарушение от 2006 г. относно разпределението на радиочестотния спектър в Италия, която беше започната от мен и моята колега Нели Крус. Под натиска на тази процедура италианските органи в момента променят подхода си. Резултатът от това ще бъде съществено отваряне на пазара и победа за медийния плурализъм. Ето защо политиката за радиочестотния спектър е ясен пример за област, в която ЕС може да предприеме действия в рамките на своята компетентност, за да засили конкуренцията за ресурсите, от които зависят излъчващите оператори, и по този начин да заздрави медийния плурализъм.', 'Що се отнася до печатните медии, компетенциите на ЕС са много по-ограничени. Печатните медии са един от основните примери за национална или дори регионална компетентност и тяхното състояние много често отразява различните културни традиции в отделните държави-членки. Поради тази причина по отношение на печатните медии не е налице специално законодателство на ЕС, нито е възможно наличието на такова законодателство съгласно действащите Договори. Въпреки това в институциите на ЕС, и по-специално в Европейската комисия, винаги сме подкрепяли развитието на печатните медии в целия ЕС. Искам да припомня, че в качеството си на член на ЕК, отговарящ за медиите, проведох много срещи с главни редактори от цяла Европа, за да разговаряме по актуални въпроси в областта на медийната свобода и плурализма на медиите.', 'През юни 2009 г. това доведе до създаването на Европейската харта за свободата на печата, която беше съставена от журналисти от цяла Европа. Когато крайният резултат от този труд ми беше предаден, хартата получи пълното ми одобрение. Хартата за свободата на печата, инициирана от общността на европейските журналисти, представлява важно потвърждение на основните стойности, които са залегнали в основните правни текстове на ЕС, като например Хартата на основните права на ЕС. Тя е и напомняне към всички политици в тяхната област на компетентност, че за да има ефективна свобода на печата, държавните органи наистина трябва да изпълняват своята роля: те трябва да бъдат готови да защитят свободата на изразяване и да насърчат нейното развитие. Затова хартата е важна стъпка към заздравяването на тези основни ценности и права, която позволява на журналистите да се позовават на тях срещу правителства или политически държавни органи винаги, когато чувстват, че тяхната свобода на работа е застрашена неоснователно.', 'Уважаемите колеги ще забележат, че институциите на ЕС, и по-специално Комисията, показват значителен политически ангажимент към основните права и свободата на информация, свободата на изразяване и свободата на медиите. Използваме нашата компетентност, за да защитаваме тези права и свободи в работата си въз основа на Договорите и ще продължим да го правим.', 'Искам обаче да засегна още един важен аспект, а именно факта, че основните права са залегнали в политиките на ЕС, не прави ЕС компетентен по всички въпроси, свързани с основните права в една или друга държава-членка. Нека не забравяме, че държавите-членки имат конституции — много от тях с дългогодишни традиции — и че във всички държави-членки има съдилища, апелативни съдилища и конституционни съдилища, които гарантират, че основните права се зачитат и прилагат при всички действия на националните органи. Имаме съвсем скорошен пример за това, а именно от вчера в Италия.', 'Това е следствие от факта, че имаме разделение на труда, защото Европа не е супердържава, а се състои от 27 суверенни държави-членки и ще продължи да функционира по този начин и съгласно новия Договор от Лисабон.', 'Затова ви призовавам да не използвате европейските институции за решаването на проблеми, които съгласно нашите Договори следва да бъдат решавани на национално равнище. Не трябва да претендираме да изпълняваме роля, която нямаме, а няма и да имаме съгласно Договора от Лисабон. Нека да се концентрираме върху ефективното прилагане на правилата, принципите, правата и свободите в областите, в които ЕС е компетентен. Това може да доведе до много важен напредък, а в изказването си споменах няколко такива конкретни примера.', 'Позволете ми да добавя още един пример за това къде можем да действаме. Paul Rübig, член на Парламента, неотдавна предложи в изменение на бюджета нова програма на ЕС, наречена „Еразъм за журналисти“. Подобна програма, в трудни времена за печатните медии, позволява на журналистите да работят за ограничен период от време с редакторски екипи в други държави-членки. Също така ще даде възможност на журналистите да разберат каква е политическата, икономическата и социалната ситуация в други държави-членки и да пишат за нея. Ще позволи на журналистите да сравняват ситуацията в цяла Европа и да я представят на читателите, включително ситуацията по отношение на свободата на медиите. Ето защо насърчавам Европейския парламент да гледа положително на тези предложения, които определено се ползват с подкрепата на члена на ЕК, отговарящ за медиите. ']"
3, 5. Свобода на информацията в Италия (разискване),"  Joseph Daul,  от името на групата PPE. – (FR) Г-н председател, председатели, госпожи и господа, поисках думата от името на групата на Европейската народна партия (Християндемократи) в това разискване относно свободата на печата в Италия, на първо място и преди всичко, за да осъдя неуместното използване на Европейския парламент за разискване на национални въпроси. Искам също така да осъдя несправедливата и нечестна атака срещу правителството на европейска държава-членка, в която принципите на правовата държава се прилагат също толкова стриктно, както и в останалата част на Европа.На първо място, ще се позова на президента на Италианската република, когото вече цитирах вчера и който изрази мнението си миналата седмица. Според него Европейският парламент не може да бъде място за отразяване на политически конфликти и противоречия, които следва да бъдат разглеждани в държавите-членки и техните национални парламенти. Ще продължа да цитирам президента на Италианската република, който твърди, че Европейският парламент не може да бъде един вид апелативна инстанция по отношение на решенията на националните парламенти и на действията на националните правителства. Не искам да обиждам президента Наполитано (мой приятел), като кажа, че той не следва един и същ политически курс като премиера Берлускони или като мен и групата, която представлявам.(Възклицание от г-н Schulz)Моля Ви да зачитате моята свобода на словото, г-н Schulz. Тази сутрин искам да се уважава както свободата на словото, така и свободата на печата.(Прекъсване от г-н Schulz)Знаем кои смущават реда. Това не ме притеснява. Не съм ядосан, г-н председател. Всичко, което искам, е да ме оставите да говоря. Това не е начинът да се води разискване.Тези думи обаче изразяват категорично уважението, което трябва да проявяваме към нашите демократични институции, независимо дали те са национални или европейски. Факт е, че разискването, което водим тази сутрин, няма абсолютно нищо общо с причината, поради която съществува Европейският парламент. Всъщност за какво става дума? Възпрепятствани ли са италианските политици да организират разискване за свободата на печата или по друга тема в техните национални парламенти? Не мисля. Възпрепятствани ли са италианските граждани да изразят своето неодобрение към даден закон? Не. Възпрепятствани ли са италианските съдилища да прилагат закона? Не, както ясно виждаме. Невъзможно ли е Съдът на Европейските общности да санкционира италиански закон, който противоречи на европейските договори? Не. Отговорът на всички тези въпроси е категорично не.При тези обстоятелства организираното в Парламента разискване не е нищо повече от малка политическа и неправомерна схема за проваляне на политически опонент. Независимо от това, което някои наши колеги може да твърдят, Италианската република функционира така, както трябва да функционира в Европа — демократично и в съответствие с принципите на правовата държава. Да се твърди обратното е да се пренебрегва реалното положение на нещата; никой не се заблуждава по отношение на този въпрос.Ролята на Европейския парламент, госпожи и господа, не е да се превръща в място за уреждане на сметки между национални политически съперници. Залата не е подходящо място за опити за подкопаване на доверието в едно правителство, което, искам да добавя, е политически отговорно пред своите граждани. Затова имаме избори. Благодаря ви за вниманието. ","Joseph Daul,",9,509,not_available,"['fra', 'fra', 'fra', 'fra', 'fra', 'fra', 'fra', 'fra', 'fra']","['  Joseph Daul,  от името на групата PPE. – (FR) Г-н председател, председатели, госпожи и господа, поисках думата от името на групата на Европейската народна партия (Християндемократи) в това разискване относно свободата на печата в Италия, на първо място и преди всичко, за да осъдя неуместното използване на Европейския парламент за разискване на национални въпроси. Искам също така да осъдя несправедливата и нечестна атака срещу правителството на европейска държава-членка, в която принципите на правовата държава се прилагат също толкова стриктно, както и в останалата част на Европа.', 'На първо място, ще се позова на президента на Италианската република, когото вече цитирах вчера и който изрази мнението си миналата седмица. Според него Европейският парламент не може да бъде място за отразяване на политически конфликти и противоречия, които следва да бъдат разглеждани в държавите-членки и техните национални парламенти. Ще продължа да цитирам президента на Италианската република, който твърди, че Европейският парламент не може да бъде един вид апелативна инстанция по отношение на решенията на националните парламенти и на действията на националните правителства. Не искам да обиждам президента Наполитано (мой приятел), като кажа, че той не следва един и същ политически курс като премиера Берлускони или като мен и групата, която представлявам.', '(Възклицание от г-н Schulz)', 'Моля Ви да зачитате моята свобода на словото, г-н Schulz. Тази сутрин искам да се уважава както свободата на словото, така и свободата на печата.', '(Прекъсване от г-н Schulz)', 'Знаем кои смущават реда. Това не ме притеснява. Не съм ядосан, г-н председател. Всичко, което искам, е да ме оставите да говоря. Това не е начинът да се води разискване.', 'Тези думи обаче изразяват категорично уважението, което трябва да проявяваме към нашите демократични институции, независимо дали те са национални или европейски. Факт е, че разискването, което водим тази сутрин, няма абсолютно нищо общо с причината, поради която съществува Европейският парламент. Всъщност за какво става дума? Възпрепятствани ли са италианските политици да организират разискване за свободата на печата или по друга тема в техните национални парламенти? Не мисля. Възпрепятствани ли са италианските граждани да изразят своето неодобрение към даден закон? Не. Възпрепятствани ли са италианските съдилища да прилагат закона? Не, както ясно виждаме. Невъзможно ли е Съдът на Европейските общности да санкционира италиански закон, който противоречи на европейските договори? Не. Отговорът на всички тези въпроси е категорично не.', 'При тези обстоятелства организираното в Парламента разискване не е нищо повече от малка политическа и неправомерна схема за проваляне на политически опонент. Независимо от това, което някои наши колеги може да твърдят, Италианската република функционира така, както трябва да функционира в Европа — демократично и в съответствие с принципите на правовата държава. Да се твърди обратното е да се пренебрегва реалното положение на нещата; никой не се заблуждава по отношение на този въпрос.', 'Ролята на Европейския парламент, госпожи и господа, не е да се превръща в място за уреждане на сметки между национални политически съперници. Залата не е подходящо място за опити за подкопаване на доверието в едно правителство, което, искам да добавя, е политически отговорно пред своите граждани. Затова имаме избори. Благодаря ви за вниманието. ']"
