,agenda_item,text,speaker,number_p,number_w,chair,language_ps,ps
0, 1. Nadaljevanje zasedanja,PREDSEDSTVO: GOSPOD PÖTTERING predsednik (Seja se je začela ob 17.05) ,PREDSEDSTVO: GOSPOD PÖTTERING,2,11,not_available,"['slv', 'slv']","['PREDSEDSTVO: GOSPOD PÖTTERING predsednik', ' (Seja se je začela ob 17.05) ']"
1, 1. Nadaljevanje zasedanja,"  Predsednik.   – Razglašam, da se zasedanje, ki je bilo prekinjeno v četrtek, 12. marca 2009, nadaljuje. ***Najprej bi želel pozdraviti novega generalnega sekretarja Evropskega parlamenta, gospoda Klausa Welleja, ki sedi na moji levi, ter mu zaželeti veliko uspeha pri delu.(Aplavz)Na moji desni je gospod David Harley, namestnik generalnega sekretarja. Gospod Harley predstavlja, če lahko tako rečem, kontinuiteto znotraj sekretariata. Tudi njemu bi zaželel veliko uspeha.(Aplavz) ",Predsednik.,6,67,not_available,"['slv', 'slv', 'slv', 'slv', 'slv', 'slv']","['  Predsednik.   – Razglašam, da se zasedanje, ki je bilo prekinjeno v četrtek, 12. marca 2009, nadaljuje. ', '***', 'Najprej bi želel pozdraviti novega generalnega sekretarja Evropskega parlamenta, gospoda Klausa Welleja, ki sedi na moji levi, ter mu zaželeti veliko uspeha pri delu.', '(Aplavz)', 'Na moji desni je gospod David Harley, namestnik generalnega sekretarja. Gospod Harley predstavlja, če lahko tako rečem, kontinuiteto znotraj sekretariata. Tudi njemu bi zaželel veliko uspeha.', '(Aplavz) ']"
2, 2. Izjava predsedujočega,"  Predsednik.   – Gospe in gospodje, prosili so me, da dam naslednjo izjavo. Ta teden je 60. obletnica izgona več sto tisoč državljanov baltskih držav. V noči na 24. marec 1949 so Sovjeti sprožili val izgonov ter več deset tistoč Estoncev, Latvijcev in Litovcev pregnali iz njihove domovine. Bili so oropani državljanskih in človekovih pravic in so v neusmiljenih, nečloveških razmerah v sovjetskih taboriščih umrli.Skoraj vsaka družina v Latviji, Litvi in Estoniji, pa tudi v drugih nekdanjih sovjetskih republikah, je utrpela posledice grozovitega nasilja totalitarističnega komunističnega režima. Skoraj vsaka družina je imela sorodnike, ki so izginili v Sibiriji, ki jih je preganjala KGB ali ki so bili vrženi v ječo in zatirani. Dogodki, o katerih govorimo, se niso zgodili v neki mračni, daljni preteklosti. Še vedno se jih živo spominjajo mnogi ljudje, ki so danes državljani EU.Zato je naša dolžnost, da na podlagi naših skupnih vrednot in v počastitev številnih žrtev teh izgonov, jasno in odločno obsodimo ta ostudna zločinska dejanja, ki jih je zakrivil totalitarni komunistični režim v Sovjetski zvezi. Žrtvam dolgujemo objektivno, natančno in pozorno oceno preteklosti, saj sprava lahko temelji samo na resnici in spominih. ",Predsednik.,3,188,not_available,"['slv', 'slv', 'slv']","['  Predsednik.   – Gospe in gospodje, prosili so me, da dam naslednjo izjavo. Ta teden je 60. obletnica izgona več sto tisoč državljanov baltskih držav. V noči na 24. marec 1949 so Sovjeti sprožili val izgonov ter več deset tistoč Estoncev, Latvijcev in Litovcev pregnali iz njihove domovine. Bili so oropani državljanskih in človekovih pravic in so v neusmiljenih, nečloveških razmerah v sovjetskih taboriščih umrli.', 'Skoraj vsaka družina v Latviji, Litvi in Estoniji, pa tudi v drugih nekdanjih sovjetskih republikah, je utrpela posledice grozovitega nasilja totalitarističnega komunističnega režima. Skoraj vsaka družina je imela sorodnike, ki so izginili v Sibiriji, ki jih je preganjala KGB ali ki so bili vrženi v ječo in zatirani. Dogodki, o katerih govorimo, se niso zgodili v neki mračni, daljni preteklosti. Še vedno se jih živo spominjajo mnogi ljudje, ki so danes državljani EU.', 'Zato je naša dolžnost, da na podlagi naših skupnih vrednot in v počastitev številnih žrtev teh izgonov, jasno in odločno obsodimo ta ostudna zločinska dejanja, ki jih je zakrivil totalitarni komunistični režim v Sovjetski zvezi. Žrtvam dolgujemo objektivno, natančno in pozorno oceno preteklosti, saj sprava lahko temelji samo na resnici in spominih. ']"
3, 5. Dobrodošlica,"  Predsednik.   – V čast mi je, da lahko danes v našem Parlamentu pozdravim delegacijo vseafriškega parlamenta. Kot vsi veste, je vseafriški parlament v Afriški uniji to, kar je Evropski parlament v Evropski uniji.Predvsem sem vesel, da lahko danes tukaj pozdravim gospoda Khumala in njegove parlamentarne kolege, saj imam tako priložnost, da se jim vsem skupaj, s tem pa tudi predsednici vseafriškega parlamenta, gospe Mongella, zahvalim za dobrodošlico, ki so mi jo izrazili oktobra 2008 med obiskom v vseafriškem parlamentu, obenem pa tudi za povabilo, da spregovorim na plenarnem zasedanju vseafriškega parlamenta.Naj vam torej še enkrat zaželim iskreno dobrodošlico. Zelo sem vesel, da ste danes tukaj z nami.(Aplavz) ",Predsednik.,4,109,not_available,"['slv', 'slv', 'slv', 'slv']","['  Predsednik.   – V čast mi je, da lahko danes v našem Parlamentu pozdravim delegacijo vseafriškega parlamenta. Kot vsi veste, je vseafriški parlament v Afriški uniji to, kar je Evropski parlament v Evropski uniji.', 'Predvsem sem vesel, da lahko danes tukaj pozdravim gospoda Khumala in njegove parlamentarne kolege, saj imam tako priložnost, da se jim vsem skupaj, s tem pa tudi predsednici vseafriškega parlamenta, gospe Mongella, zahvalim za dobrodošlico, ki so mi jo izrazili oktobra 2008 med obiskom v vseafriškem parlamentu, obenem pa tudi za povabilo, da spregovorim na plenarnem zasedanju vseafriškega parlamenta.', 'Naj vam torej še enkrat zaželim iskreno dobrodošlico. Zelo sem vesel, da ste danes tukaj z nami.', '(Aplavz) ']"
4, 12. Razpored dela glej zapisnik.,(Razpored dela je bil sprejet)⁂,unknown,2,5,not_available,"['slv', 'slv']","['(Razpored dela je bil sprejet)', '⁂']"
5, 12. Razpored dela glej zapisnik.,"  Monica Frassoni  (Verts/ALE).   – (IT) Gospod predsednik, gospe in gospodje, imam vprašanje v zvezi z Evropskim svetom. Slišali smo, da ste na srečanju Evropskega sveta dejali, da se Parlament strinja, da bi glasovanje za predsednika Komisije moralo potekati 15. julija, za ostale člane Komisije pa po sprejemu Lizbonske pogodbe.Rada bi vedela, ali je to res ali ne, in če je, s kakšnim pooblastilom ste dali to izjavo. ",Monica Frassoni  (Verts/ALE).,2,68,not_available,"['ita', 'ita']","['  Monica Frassoni  (Verts/ALE).   – (IT) Gospod predsednik, gospe in gospodje, imam vprašanje v zvezi z Evropskim svetom. Slišali smo, da ste na srečanju Evropskega sveta dejali, da se Parlament strinja, da bi glasovanje za predsednika Komisije moralo potekati 15. julija, za ostale člane Komisije pa po sprejemu Lizbonske pogodbe.', 'Rada bi vedela, ali je to res ali ne, in če je, s kakšnim pooblastilom ste dali to izjavo. ']"
6, 12. Razpored dela glej zapisnik.,"  Predsednik. -   Gospa Frassoni, ker ste bili tudi vi prisotni, se boste gotovo spomnili, da smo o tem razpravljali na konferenci predsednikov. 15. juliju ste nasprotovali samo vi. Vsi drugi predsedniki skupin so se strinjali z mnenjem, ki sem ga izrazil v svoji izjavi Svetu. Seveda si lahko preberete dobeseden zapis mojega govora. To je na voljo vsem poslancem Evropskega parlamenta in javnosti. ",Predsednik. -,1,62,not_available,['slv'],"['  Predsednik. -   Gospa Frassoni, ker ste bili tudi vi prisotni, se boste gotovo spomnili, da smo o tem razpravljali na konferenci predsednikov. 15. juliju ste nasprotovali samo vi. Vsi drugi predsedniki skupin so se strinjali z mnenjem, ki sem ga izrazil v svoji izjavi Svetu. Seveda si lahko preberete dobeseden zapis mojega govora. To je na voljo vsem poslancem Evropskega parlamenta in javnosti. ']"
7, 13. Enominutni govori o zadevah političnega pomena ,  Predsednik.   – Naslednja točka so enominutni govori o zadevah političnega pomena. ,Predsednik.,1,10,not_available,['slv'],['  Predsednik.   – Naslednja točka so enominutni govori o zadevah političnega pomena. ']
8, 13. Enominutni govori o zadevah političnega pomena ,"  Erna Hennicot-Schoepges  (PPE-DE). -  (FR) Gospod predsednik, Evropski parlament bi želela opozoriti na prihod predsednika Belorusije, gospoda Lukašenka, v Prago. Ali je prihod predsednika Lukašenka v skladu z vrednotami, ki jih zagovarjamo? Ali se Evropska unija lahko pogovarja s predsednikom, ki ima v rokah vso moč brez časovne omejitve in brez mandata? Kakšen vtis bo pustila Evropska unija, če bo privolila v sprejem predsednika, ki je dal odstraniti več svojih političnih nasprotnikov in ki omejuje pravice svojih državljanov? Kakšen vtis bo Unija pustila pri administraciji predsednika Obame, ko državljan ZDA gnije v beloruskem zaporu in bo verjetno tudi umrl, če se ne bo hitro ukrepalo? Mislim, da do tega povabila ne bi smelo nikoli priti. ",Erna Hennicot-Schoepges  (PPE-DE). -,1,116,not_available,['fra'],"['  Erna Hennicot-Schoepges  (PPE-DE). -  (FR) Gospod predsednik, Evropski parlament bi želela opozoriti na prihod predsednika Belorusije, gospoda Lukašenka, v Prago. Ali je prihod predsednika Lukašenka v skladu z vrednotami, ki jih zagovarjamo? Ali se Evropska unija lahko pogovarja s predsednikom, ki ima v rokah vso moč brez časovne omejitve in brez mandata? Kakšen vtis bo pustila Evropska unija, če bo privolila v sprejem predsednika, ki je dal odstraniti več svojih političnih nasprotnikov in ki omejuje pravice svojih državljanov? Kakšen vtis bo Unija pustila pri administraciji predsednika Obame, ko državljan ZDA gnije v beloruskem zaporu in bo verjetno tudi umrl, če se ne bo hitro ukrepalo? Mislim, da do tega povabila ne bi smelo nikoli priti. ']"
9, 13. Enominutni govori o zadevah političnega pomena ,"  Antonio Masip Hidalgo  (PSE).   – (ES) Gospod predsednik, z vsemi vami bi želel spregovoriti o El Muselu, glavnem pristanišču moje regije Asturije.Komisija bi morala obvezno sprostiti sredstva za dodatne stroške tega pristanišča. Gospod komisar Tajani je to razumel, tako kot njegov predhodnik, gospod Barrot; oba sta prepoznala velike funkcionalne in okoljske izzive El Musela.Sredi krize in ker so dela, kakršna se opravljajo v El Muselu, nujno potrebna, je čas, da premagamo dolgotrajne, preobsežne birokratske ovire, da si zastavimo večje cilje in se prebijemo naprej s sredstvi, ki so pomembna tako za Asturijo in severno Španijo kot za oživitev evropskega gospodarstva. Naj ponovim: pomembna so za oživitev evropskega gospodarstva, v katerem je udeležba Španiji v veliko čast. ",Antonio Masip Hidalgo  (PSE).,3,117,not_available,"['spa', 'spa', 'spa']","['  Antonio Masip Hidalgo  (PSE).   – (ES) Gospod predsednik, z vsemi vami bi želel spregovoriti o El Muselu, glavnem pristanišču moje regije Asturije.', 'Komisija bi morala obvezno sprostiti sredstva za dodatne stroške tega pristanišča. Gospod komisar Tajani je to razumel, tako kot njegov predhodnik, gospod Barrot; oba sta prepoznala velike funkcionalne in okoljske izzive El Musela.', 'Sredi krize in ker so dela, kakršna se opravljajo v El Muselu, nujno potrebna, je čas, da premagamo dolgotrajne, preobsežne birokratske ovire, da si zastavimo večje cilje in se prebijemo naprej s sredstvi, ki so pomembna tako za Asturijo in severno Španijo kot za oživitev evropskega gospodarstva. Naj ponovim: pomembna so za oživitev evropskega gospodarstva, v katerem je udeležba Španiji v veliko čast. ']"
