,agenda_item,text,speaker,number_p,number_w,chair,language_ps,ps
0, 1. Istuntokauden uudelleen avaaminen,Puhetta johti  puhemies Hans-Gert PÖTTERING (Istunto avattiin klo 17.05.),Puhetta johti,2,11,not_available,"['fin', 'fin']","['Puhetta johti  puhemies Hans-Gert PÖTTERING', ' (Istunto avattiin klo 17.05.)']"
1, 1. Istuntokauden uudelleen avaaminen,  Puhemies. −  (DE) Julistan perjantaina 24. huhtikuuta 2009 keskeytetyn istuntokauden uudelleen avatuksi. ,Puhemies. −,1,11,not_available,['ger'],['  Puhemies. −  (DE) Julistan perjantaina 24. huhtikuuta 2009 keskeytetyn istuntokauden uudelleen avatuksi. ']
2, 2. Puhemiehen julkilausumat,"  Puhemies.   − (DE) Hyvät parlamentin jäsenet, muutama päivä sitten oli EU:n historian suurimman laajentumisen viides vuosipäivä. 75 miljoonaa ihmistä kymmenestä Keski- ja Itä-Euroopan sekä Välimeren alueen maasta, nimittäin Virosta, Latviasta, Liettuasta, Puolasta, Tšekin tasavallasta, Slovakiasta, Unkarista, Sloveniasta, Maltasta ja Kyproksesta, iloitsivat 1. toukokuuta 2004 saadessaan Euroopan unionin kansalaisuuden. Tätä laajentumista seurasi Romanian ja Bulgarian liittyminen Euroopan unioniin vuonna 2007.Yksi aikamme hämmästyttävimmistä kehityksistä oli se seikka, että tämä oli mahdollista. Keski- ja Itä-Euroopan ihmisten kärsittyä 60 vuotta sorron alla, EU:n laajentuminen merkitsi Manner-Euroopan jälleenyhdistämisen loppuunsaattamista, joka perustuu yhteisiin arvoihin, joita ovat vapaus, demokratia, oikeusvaltio ja ihmisoikeuksien ja ihmisarvon kunnioittaminen. Tämän kehityksen tuloksena EU on saanut lisää vahvuutta, monipuolisuutta ja kulttuuririkkautta. Laajentumisprosessi oli, ja on, rikastuttava kokemus kaikille jäsenvaltioille, kuten myös koko EU:lle.Laajentuminen on osoittautunut suureksi menestykseksi EU:lle viisi vuotta tuon historiallisen hetken jälkeen. Sen merkitys kansalaistemme arjessa on kasvanut jatkuvasti. Laajentumisprosessi auttoi kommunismin rasituksen jälkeen tekemään demokratiasta todellisuutta ja vahvistamaan maanosamme vakautta. Laajentuminen paransi elintasoa uusissa jäsenvaltioissa ja antoi voimakkaan sysäyksen Euroopan koko taloudelle, sillä vanhat jäsenvaltiot hyötyivät myös uusista vienti- ja sijoitusmahdollisuuksista sekä isommista markkinoista. Perimmiltään kahdentoista uuden maan liittyminen Euroopan unioniin on vahvistanut sen asemaa maailmanlaajuisesti ja antanut sille enemmän painoarvoa kansainvälisenä politiikan ja talouden toimijana.Olemme onnistuneet uusien jäsentemme sopeuttamisessa Euroopan parlamentissa ja muissa Euroopan unionin toimielimissä näiden laajentumisen jälkeisten viiden vuoden aikana. Olemme oppineet tulemaan toisiamme puoliväliin vastaan ja työskentelemään läheisemmin. Laajempi ja monipuolisempi EU edellyttää kuitenkin läheisempää yhteistyötä sekä enemmän toimintakykyä.Lissabonin sopimus sisältää välttämättömät uudistukset, joita tarvitaan EU:n toimielinten sopeuttamisessa laajennuksen seurauksiin ja niiden sijoittamisessa asemaan, jossa ne pystyvät vastaamaan kohtaamiimme haasteisiin. Vaikka Lissabonin sopimuksen ratifiointia koskeva keskustelu ei ole vielä päättynyt, meidän pitäisi olla varmoja siitä, että saamme ensi vuoden alussa myönteisen lopputuloksen ja toivomme myönteistä lopputulosta Tšekin ylähuoneessa ensi keskiviikkona.(Suosionosoituksia)Arvoisat kuulijat, meidän tulisi olla äärimmäisen tyytyväisiä siitä, että olemme nykyään osa tätä yhteisöä ja, kuten 25. maaliskuuta 2007 annetussa Berliinin julistuksessa niin kauniisti sanotaan: ""on onni olla yhdessä."" Meillä on syytä olla tyytyväisiä ja kiitollisia.Nyt meidän on siirryttävä melko huolestuttavaan asiaan: Olemme erittäin huolissamme järkyttävästä tilanteesta, johon amerikaniranilainen toimittaja Roxana Saberi on joutunut. Hänet on tuomittu kahdeksan vuoden vankeusrangaistukseen, koska hänen väitettiin vakoilleen Yhdysvaltojen lukuun ja hän on tällä hetkellä vangittuna Evinin vankilassa Tehranissa. Haluaisin yhtyä Euroopan parlamentin puolesta Euroopan unionin neuvoston ja Yhdysvaltojen presidentin vaatimukseen Roxana Saberin välittömästä ja ehdottomasta vapauttamisesta.(Suosionosoituksia)Roxana Saberin tapaus kuvastaa Iranissa vallitsevaa dramaattista ihmisoikeustilannetta, joka on jatkuvasti huonontunut vuodesta 2005 lähtien kansalaisoikeuksien ja poliittisten oikeuksien osalta siitä huolimatta, että Iran on sitoutunut edistämään ja suojelemaan ihmisoikeuksia olemassa olevien kansainvälisten välineiden puitteissa. Roxana Saberin tuomio sattui ratkaisevalla hetkellä: kaksi kuukautta ennen Iranin presidentinvaaleja ja vain lyhyen ajan kuluessa siitä, kun Yhdysvallat ja EU olivat alkaneet parantaa suhteitaan Iraniin.Olen syvästi huolissani siitä, että käynnissä olevien poliittisten kehitysten valossa Saberia voitaisiin käyttää pelinappulana ja haluaisin moittia mitä voimakkaimmin tekoa, joka on tehty ilmeisen poliittisista syistä. Haluan Roxana Saberin perheen varmistuvan solidaarisuudestamme ja Euroopan parlamentin vankasta sitoumuksesta varmistaa ihmisoikeuksien ja demokratian ehdoton kunnioitus Iranissa ja koko maailmassa.(Suosionosoituksia)Haluaisin lisätä, että meille on kerrottu erään nuoren naisen, joka oli Iranissa syytettynä alaikäisenä tehdystä rikoksesta, tulleen teloitetuksi. Tämä on vastoin kaikkia kansainvälisen oikeuden sääntöjä ja protestoimme tätä rikosta vastaan.(Suosionosoituksia)Lopuksi haluaisin ilmoittaa teille, että Alankomaissa Appeldoornin kaupungissa viime viikolla sattuneiden järkyttävien tapahtumien jälkeen olen välittänyt meidän kaikkien puolesta mitä syvimmät osanotot Alankomaiden kuningattarelle, uhrien perheille ja Alankomaiden kansalaisille sekä tiedon siitä, että me seisomme, halki Euroopan, alankomaalaisten ystäviemme rinnalla.Tässä oli joitakin uutisaiheita. Palatkaamme nyt tavanomaisiin aiheisiimme. ",Puhemies.,16,580,not_available,"['ger', 'ger', 'ger', 'ger', 'ger', 'ger', 'ger', 'ger', 'ger', 'ger', 'ger', 'ger', 'ger', 'ger', 'ger', 'ger']","['  Puhemies.   − (DE) Hyvät parlamentin jäsenet, muutama päivä sitten oli EU:n historian suurimman laajentumisen viides vuosipäivä. 75 miljoonaa ihmistä kymmenestä Keski- ja Itä-Euroopan sekä Välimeren alueen maasta, nimittäin Virosta, Latviasta, Liettuasta, Puolasta, Tšekin tasavallasta, Slovakiasta, Unkarista, Sloveniasta, Maltasta ja Kyproksesta, iloitsivat 1. toukokuuta 2004 saadessaan Euroopan unionin kansalaisuuden. Tätä laajentumista seurasi Romanian ja Bulgarian liittyminen Euroopan unioniin vuonna 2007.', 'Yksi aikamme hämmästyttävimmistä kehityksistä oli se seikka, että tämä oli mahdollista. Keski- ja Itä-Euroopan ihmisten kärsittyä 60 vuotta sorron alla, EU:n laajentuminen merkitsi Manner-Euroopan jälleenyhdistämisen loppuunsaattamista, joka perustuu yhteisiin arvoihin, joita ovat vapaus, demokratia, oikeusvaltio ja ihmisoikeuksien ja ihmisarvon kunnioittaminen. Tämän kehityksen tuloksena EU on saanut lisää vahvuutta, monipuolisuutta ja kulttuuririkkautta. Laajentumisprosessi oli, ja on, rikastuttava kokemus kaikille jäsenvaltioille, kuten myös koko EU:lle.', 'Laajentuminen on osoittautunut suureksi menestykseksi EU:lle viisi vuotta tuon historiallisen hetken jälkeen. Sen merkitys kansalaistemme arjessa on kasvanut jatkuvasti. Laajentumisprosessi auttoi kommunismin rasituksen jälkeen tekemään demokratiasta todellisuutta ja vahvistamaan maanosamme vakautta. Laajentuminen paransi elintasoa uusissa jäsenvaltioissa ja antoi voimakkaan sysäyksen Euroopan koko taloudelle, sillä vanhat jäsenvaltiot hyötyivät myös uusista vienti- ja sijoitusmahdollisuuksista sekä isommista markkinoista. Perimmiltään kahdentoista uuden maan liittyminen Euroopan unioniin on vahvistanut sen asemaa maailmanlaajuisesti ja antanut sille enemmän painoarvoa kansainvälisenä politiikan ja talouden toimijana.', 'Olemme onnistuneet uusien jäsentemme sopeuttamisessa Euroopan parlamentissa ja muissa Euroopan unionin toimielimissä näiden laajentumisen jälkeisten viiden vuoden aikana. Olemme oppineet tulemaan toisiamme puoliväliin vastaan ja työskentelemään läheisemmin. Laajempi ja monipuolisempi EU edellyttää kuitenkin läheisempää yhteistyötä sekä enemmän toimintakykyä.', 'Lissabonin sopimus sisältää välttämättömät uudistukset, joita tarvitaan EU:n toimielinten sopeuttamisessa laajennuksen seurauksiin ja niiden sijoittamisessa asemaan, jossa ne pystyvät vastaamaan kohtaamiimme haasteisiin. Vaikka Lissabonin sopimuksen ratifiointia koskeva keskustelu ei ole vielä päättynyt, meidän pitäisi olla varmoja siitä, että saamme ensi vuoden alussa myönteisen lopputuloksen ja toivomme myönteistä lopputulosta Tšekin ylähuoneessa ensi keskiviikkona.', '(Suosionosoituksia)', 'Arvoisat kuulijat, meidän tulisi olla äärimmäisen tyytyväisiä siitä, että olemme nykyään osa tätä yhteisöä ja, kuten 25. maaliskuuta 2007 annetussa Berliinin julistuksessa niin kauniisti sanotaan: ""on onni olla yhdessä."" Meillä on syytä olla tyytyväisiä ja kiitollisia.', 'Nyt meidän on siirryttävä melko huolestuttavaan asiaan: Olemme erittäin huolissamme järkyttävästä tilanteesta, johon amerikaniranilainen toimittaja Roxana Saberi on joutunut. Hänet on tuomittu kahdeksan vuoden vankeusrangaistukseen, koska hänen väitettiin vakoilleen Yhdysvaltojen lukuun ja hän on tällä hetkellä vangittuna Evinin vankilassa Tehranissa. Haluaisin yhtyä Euroopan parlamentin puolesta Euroopan unionin neuvoston ja Yhdysvaltojen presidentin vaatimukseen Roxana Saberin välittömästä ja ehdottomasta vapauttamisesta.', '(Suosionosoituksia)', 'Roxana Saberin tapaus kuvastaa Iranissa vallitsevaa dramaattista ihmisoikeustilannetta, joka on jatkuvasti huonontunut vuodesta 2005 lähtien kansalaisoikeuksien ja poliittisten oikeuksien osalta siitä huolimatta, että Iran on sitoutunut edistämään ja suojelemaan ihmisoikeuksia olemassa olevien kansainvälisten välineiden puitteissa. Roxana Saberin tuomio sattui ratkaisevalla hetkellä: kaksi kuukautta ennen Iranin presidentinvaaleja ja vain lyhyen ajan kuluessa siitä, kun Yhdysvallat ja EU olivat alkaneet parantaa suhteitaan Iraniin.', 'Olen syvästi huolissani siitä, että käynnissä olevien poliittisten kehitysten valossa Saberia voitaisiin käyttää pelinappulana ja haluaisin moittia mitä voimakkaimmin tekoa, joka on tehty ilmeisen poliittisista syistä. Haluan Roxana Saberin perheen varmistuvan solidaarisuudestamme ja Euroopan parlamentin vankasta sitoumuksesta varmistaa ihmisoikeuksien ja demokratian ehdoton kunnioitus Iranissa ja koko maailmassa.', '(Suosionosoituksia)', 'Haluaisin lisätä, että meille on kerrottu erään nuoren naisen, joka oli Iranissa syytettynä alaikäisenä tehdystä rikoksesta, tulleen teloitetuksi. Tämä on vastoin kaikkia kansainvälisen oikeuden sääntöjä ja protestoimme tätä rikosta vastaan.', '(Suosionosoituksia)', 'Lopuksi haluaisin ilmoittaa teille, että Alankomaissa Appeldoornin kaupungissa viime viikolla sattuneiden järkyttävien tapahtumien jälkeen olen välittänyt meidän kaikkien puolesta mitä syvimmät osanotot Alankomaiden kuningattarelle, uhrien perheille ja Alankomaiden kansalaisille sekä tiedon siitä, että me seisomme, halki Euroopan, alankomaalaisten ystäviemme rinnalla.', 'Tässä oli joitakin uutisaiheita. Palatkaamme nyt tavanomaisiin aiheisiimme. ']"
3, 3. Edellisen istunnon pöytäkirjan hyväksyminen: ks. pöytäkirja,⁂,unknown,1,0,not_available,['fin'],['⁂']
4, 3. Edellisen istunnon pöytäkirjan hyväksyminen: ks. pöytäkirja,"  Johannes Blokland  (IND/DEM).   – (NL) Arvoisa puhemies, kuningattaren päivä on Alankomaissa juhlapäivä, jolloin Alankomaiden koko väestö juhlii Orania-Nassaun -suvun kuninkaallisten jäsenten kanssa. Juhlallisuudet keskeytyivät äkillisesti ja olemme nipin napin toipuneet järkytyksestä. Me muistamme uhreja ja ilmaisemme osanottomme heidän sukulaisilleen. Haluaisin kiittää teitä Alankomaiden valtuuskunnan puolesta kirjeestä, jonka lähetitte kuningatar Beatrixille Euroopan parlamentin nimissä. ",Johannes Blokland  (IND/DEM).,1,54,not_available,['dut'],"['  Johannes Blokland  (IND/DEM).   – (NL) Arvoisa puhemies, kuningattaren päivä on Alankomaissa juhlapäivä, jolloin Alankomaiden koko väestö juhlii Orania-Nassaun -suvun kuninkaallisten jäsenten kanssa. Juhlallisuudet keskeytyivät äkillisesti ja olemme nipin napin toipuneet järkytyksestä. Me muistamme uhreja ja ilmaisemme osanottomme heidän sukulaisilleen. Haluaisin kiittää teitä Alankomaiden valtuuskunnan puolesta kirjeestä, jonka lähetitte kuningatar Beatrixille Euroopan parlamentin nimissä. ']"
5, 13. Käsittelyjärjestys,"  Puhemies.   – (DE) Tämän istunnon lopullinen esityslistaluonnos, jonka puheenjohtajakokous hyväksyi torstaina 30. huhtikuuta 2009 pitämässään kokouksessa työjärjestyksen 132 artiklan mukaisesti, on jaettu. Seuraavia tarkistuksia on esitetty:Keskiviikko:GUE/NGL-ryhmä on vaatinut Leinenin, Dehaenen, Brokin, Guy-Quintin ja Kaufmannin Lissabonin sopimusta koskevia mietintöjä koskevan yhteisen julkilausuman poistamista esityslistalta. ",Puhemies.,3,47,not_available,"['ger', 'ger', 'ger']","['  Puhemies.   – (DE) Tämän istunnon lopullinen esityslistaluonnos, jonka puheenjohtajakokous hyväksyi torstaina 30. huhtikuuta 2009 pitämässään kokouksessa työjärjestyksen 132 artiklan mukaisesti, on jaettu. Seuraavia tarkistuksia on esitetty:', 'Keskiviikko:', 'GUE/NGL-ryhmä on vaatinut Leinenin, Dehaenen, Brokin, Guy-Quintin ja Kaufmannin Lissabonin sopimusta koskevia mietintöjä koskevan yhteisen julkilausuman poistamista esityslistalta. ']"
6, 13. Käsittelyjärjestys,"  Mary Lou McDonald,  GUE/NGL-ryhmän puolesta. – (EN) Arvoisa puhemies, pyydän ryhmäni puolesta, että tämä mietintöpaketti poistetaan tämän istunnon esityslistalta. Mielestäni tämän parlamentin pitäisi osoittaa jonkin verran nöyryyttä ja hieman kunnioitusta demokraattista menettelytapaa kohtaan. Tiedämme kaikki, että Irlanti torjui Lissabonin sopimuksen ja siksi minua hieman hämmästyttää se, että tämä parlamentti jatkaa keskustelua tästä aiheesta.Ei ole demokraattisesti soveliasta, että tämä parlamentti sivuuttaa Irlannin päätöksen tai että tätä parlamenttia pitäisi käyttää Irlannin painostamisessa tulevina kuukausina sopimuksen, joka ei selvästi ole meidän etumme tai Euroopan kansalaisten etujen mukainen, hyväksymiseksi. Muistutan Euroopan parlamentin jäseniä siitä, että Irlanti ja ainoastaan Irlanti äänesti demokraattisesti tästä sopimuksesta. Se oli ainoa paikka, jossa sopimuksesta tehtiin demokraattinen päätös, ja ihmiset torjuivat sen.Kysyn nyt, vain viikkoja ennen Euroopan parlamentin vaaleja, kun demokratiamme tasokkuus on niin tärkeää, että nämä mietinnöt pyyhitään pois esityslistalta ja että siirrämme huomiomme mieluummin talousasioihin ja työttömyysongelmaan, eli aiheisiin, joilla on todellista vaikutusta kansalaisiimme. ","Mary Lou McDonald,",3,149,not_available,"['eng', 'eng', 'eng']","['  Mary Lou McDonald,  GUE/NGL-ryhmän puolesta. – (EN) Arvoisa puhemies, pyydän ryhmäni puolesta, että tämä mietintöpaketti poistetaan tämän istunnon esityslistalta. Mielestäni tämän parlamentin pitäisi osoittaa jonkin verran nöyryyttä ja hieman kunnioitusta demokraattista menettelytapaa kohtaan. Tiedämme kaikki, että Irlanti torjui Lissabonin sopimuksen ja siksi minua hieman hämmästyttää se, että tämä parlamentti jatkaa keskustelua tästä aiheesta.', 'Ei ole demokraattisesti soveliasta, että tämä parlamentti sivuuttaa Irlannin päätöksen tai että tätä parlamenttia pitäisi käyttää Irlannin painostamisessa tulevina kuukausina sopimuksen, joka ei selvästi ole meidän etumme tai Euroopan kansalaisten etujen mukainen, hyväksymiseksi. Muistutan Euroopan parlamentin jäseniä siitä, että Irlanti ja ainoastaan Irlanti äänesti demokraattisesti tästä sopimuksesta. Se oli ainoa paikka, jossa sopimuksesta tehtiin demokraattinen päätös, ja ihmiset torjuivat sen.', 'Kysyn nyt, vain viikkoja ennen Euroopan parlamentin vaaleja, kun demokratiamme tasokkuus on niin tärkeää, että nämä mietinnöt pyyhitään pois esityslistalta ja että siirrämme huomiomme mieluummin talousasioihin ja työttömyysongelmaan, eli aiheisiin, joilla on todellista vaikutusta kansalaisiimme. ']"
7, 13. Käsittelyjärjestys,"  Daniel Cohn-Bendit,  Verts/ALE-ryhmän puolesta. – (DE) Arvoisa puhemies, pidän tällaista väitettä käsittämättömänä. Tänään ei ole kyse Lissabonin sopimuksen ratifioinnista. Haluamme vain olla valmiita sen ratifiointia varten. Jos sitä ei ratifioida, kaikki, mitä olemme päättäneet, menee hukkaan. Jos se kuitenkin ratifioidaan lokakuussa, tämän parlamentin on työskenneltävä eri tavalla marraskuusta lähtien. Olisi todella edesvastuutonta olla valmistautumatta siihen. Tästä syystä tämä keskustelu ja päätöksenteko on välttämätöntä.Lisäksi katson, jäsen McDonald, että on erityisen kohtuutonta kollegaanne Sylvia-Yvonne Kaufmannia, joka on valitettavasti jättämässä tämän parlamentin, kohtaan olla antamatta hänelle edes tilaisuutta seurata tällaisen tärkeän mietinnön hyväksymistä Euroopan parlamentissa hänen aikansa ollessa täällä päättymässä. Olen eri mieltä kanssanne kolleganne Kaufmannin puolesta.(Suosionosoituksia) ","Daniel Cohn-Bendit,",3,109,not_available,"['ger', 'ger', 'ger']","['  Daniel Cohn-Bendit,  Verts/ALE-ryhmän puolesta. – (DE) Arvoisa puhemies, pidän tällaista väitettä käsittämättömänä. Tänään ei ole kyse Lissabonin sopimuksen ratifioinnista. Haluamme vain olla valmiita sen ratifiointia varten. Jos sitä ei ratifioida, kaikki, mitä olemme päättäneet, menee hukkaan. Jos se kuitenkin ratifioidaan lokakuussa, tämän parlamentin on työskenneltävä eri tavalla marraskuusta lähtien. Olisi todella edesvastuutonta olla valmistautumatta siihen. Tästä syystä tämä keskustelu ja päätöksenteko on välttämätöntä.', 'Lisäksi katson, jäsen McDonald, että on erityisen kohtuutonta kollegaanne Sylvia-Yvonne Kaufmannia, joka on valitettavasti jättämässä tämän parlamentin, kohtaan olla antamatta hänelle edes tilaisuutta seurata tällaisen tärkeän mietinnön hyväksymistä Euroopan parlamentissa hänen aikansa ollessa täällä päättymässä. Olen eri mieltä kanssanne kolleganne Kaufmannin puolesta.', '(Suosionosoituksia) ']"
8, 13. Käsittelyjärjestys,"  Pedro Guerreiro,  GUE/NGL-ryhmän puolesta. – (PT) Arvoisa puhemies, ehdotamme, että esityslistalle sisällytetään keskustelu yhteisen kalastuspolitiikan uudistamisesta, kun otetaan huomioon Euroopan komission 22 päivänä huhtikuuta antama vihreä kirja tämän tärkeän yhteisen politiikan uudistamisesta ja joidenkin kyseisen vihreän kirjan sisältämien ehdotusten syvällekäyvät seuraamukset tälle merkittävälle alalle sekä kalastajille. Muuten, ehdotus sisällyttää tämä asia esityslistalle on tehty jo tämän parlamentin kalatalouden valiokunnan toimesta, kun otetaan huomioon tämän keskustelun poliittinen merkitys ja ajankohtaisuus. Tämä istuntojakso on nykyisen parlamentin viimeinen tilaisuus ilmaista mielipiteensä tästä asiasta. ","Pedro Guerreiro,",1,81,not_available,['por'],"['  Pedro Guerreiro,  GUE/NGL-ryhmän puolesta. – (PT) Arvoisa puhemies, ehdotamme, että esityslistalle sisällytetään keskustelu yhteisen kalastuspolitiikan uudistamisesta, kun otetaan huomioon Euroopan komission 22 päivänä huhtikuuta antama vihreä kirja tämän tärkeän yhteisen politiikan uudistamisesta ja joidenkin kyseisen vihreän kirjan sisältämien ehdotusten syvällekäyvät seuraamukset tälle merkittävälle alalle sekä kalastajille. Muuten, ehdotus sisällyttää tämä asia esityslistalle on tehty jo tämän parlamentin kalatalouden valiokunnan toimesta, kun otetaan huomioon tämän keskustelun poliittinen merkitys ja ajankohtaisuus. Tämä istuntojakso on nykyisen parlamentin viimeinen tilaisuus ilmaista mielipiteensä tästä asiasta. ']"
9, 13. Käsittelyjärjestys,"  Philippe Morillon,  kalatalousvaliokunnan puheenjohtaja. – (FR) Arvoisa puhemies, ongelmana on yksinkertaisesti se, ettei meillä ole aikaa. Ei ole käytännöllistä aloittaa tänään, kun aikaa on jäljellä vain muutama tunti, keskustelua aiheesta, joka saadaan päätökseen vuonna 2012 tai 2013.Käsittelimme sitä valiokunnassa 30. huhtikuuta pidetyssä kokouksessa. Kaikkien kollegojeni mielipide oli, että meidän pitäisi odottaa seuraavaa vaalikautta ennen kuin alamme käydä asioita läpi. ","Philippe Morillon,",2,59,not_available,"['fra', 'fra']","['  Philippe Morillon,  kalatalousvaliokunnan puheenjohtaja. – (FR) Arvoisa puhemies, ongelmana on yksinkertaisesti se, ettei meillä ole aikaa. Ei ole käytännöllistä aloittaa tänään, kun aikaa on jäljellä vain muutama tunti, keskustelua aiheesta, joka saadaan päätökseen vuonna 2012 tai 2013.', 'Käsittelimme sitä valiokunnassa 30. huhtikuuta pidetyssä kokouksessa. Kaikkien kollegojeni mielipide oli, että meidän pitäisi odottaa seuraavaa vaalikautta ennen kuin alamme käydä asioita läpi. ']"
