,agenda_item,text,speaker,number_p,number_w,chair,language_ps,ps
0, 1. Pokračovanie prerušeného zasadania,PREDSEDÁ: PÁN LAMBRINIDIS podpredseda,PREDSEDÁ: PÁN LAMBRINIDIS,1,4,not_available,['slo'],['PREDSEDÁ: PÁN LAMBRINIDIS podpredseda']
1, 1. Pokračovanie prerušeného zasadania,"  Predsedajúci.   – Otváram zasadnutie Európskeho parlamentu, ktoré bolo prerušené 22. apríla 2010.Zápisnica z 22. apríla 2010 bola rozdaná.Máte nejaké pripomienky?(Zápisnica z predchádzajúceho rokovania bola schválená.) ",Predsedajúci.,4,27,not_available,"['slo', 'slo', 'slo', 'slo']","['  Predsedajúci.   – Otváram zasadnutie Európskeho parlamentu, ktoré bolo prerušené 22. apríla 2010.', 'Zápisnica z 22. apríla 2010 bola rozdaná.', 'Máte nejaké pripomienky?', '(Zápisnica z predchádzajúceho rokovania bola schválená.) ']"
2, 3. Oznámenie predsedníctva: pozri zápisnicu,"  Predsedajúci.   – Rád by som informoval poslancov, že počas tohto zasadnutia bude v pléne prítomná väčšia skupina nahrávacích technikov so špeciálnym vybavením. Títo technici budú zaznamenávať rozpravy a hlasovania s cieľom vytvoriť 360° panorámu práce Parlamentu.Tento film sa bude premietať ako súčasť stálej expozície o práci Parlamentu v interaktívnom modeli rokovacej sály v novom návštevníckom centre v Bruseli. Dostal som jasné záruky, že technici budú mimoriadne diskrétni a žiadnym spôsobom nenarušia našu prácu. Ďakujem vám za pochopenie. ",Predsedajúci.,2,77,not_available,"['slo', 'slo']","['  Predsedajúci.   – Rád by som informoval poslancov, že počas tohto zasadnutia bude v pléne prítomná väčšia skupina nahrávacích technikov so špeciálnym vybavením. Títo technici budú zaznamenávať rozpravy a hlasovania s cieľom vytvoriť 360° panorámu práce Parlamentu.', 'Tento film sa bude premietať ako súčasť stálej expozície o práci Parlamentu v interaktívnom modeli rokovacej sály v novom návštevníckom centre v Bruseli. Dostal som jasné záruky, že technici budú mimoriadne diskrétni a žiadnym spôsobom nenarušia našu prácu. Ďakujem vám za pochopenie. ']"
3, 9. Program práce,"  Predsedajúci.   – Konečné znenie návrhu programu, ktorý navrhla Konferencia predsedov na svojom poslednom zasadnutí v súlade s článkami 140 a 155 rokovacieho poriadku, bolo rozdané. So súhlasom politických skupín predkladám nasledujúce pozmeňujúce a doplňujúce návrhy k programu pre tohtotýždňové plenárne zasadnutie:Streda 5. mája 2010:Po prvé, spoločná rozprava o dvoch správach pána Íñiga Méndeza de Viga o zložení Parlamentu bude prvým bodom programu.Po druhé, do programu bol pridaný nový bod bez hlasovania nazvaný Vyhlásenia Rady a Komisie o príprave samitu hláv štátov a predsedov vlád eurozóny, ktorý sa bude konať 7. mája 2010. Tento bod bude druhým bodom programu a bude iba jedno kolo vystúpení rečníkov z politických skupín a nebude postup „catch-the-eye“.Po tretie, názov Vyhlásenia Rady a Komisie o štandardizácii elektrických áut bol zmenený na Vyhlásenia Rady a Komisie o elektrických autách.Po štvrté, správa pána Vittoria Prodiho, ktorej krátke prednesenie bolo naplánované na dnes, bola presunutá na hodinu otázok vo štvrtok 6. mája 2010 na okamžité hlasovanie.Štvrtok 6. mája 2010:Po prvé, hlasovanie o správe pána Vitala Moreiru o návrhu rozhodnutia Európskeho parlamentu a Rady o poskytnutí makrofinančnej pomoci Ukrajine bolo odložené na druhé májové zasadnutie.Po druhé, hlasovanie o návrhu uznesenia o návrhu nariadenia Komisie o usmerneniach na vytvorenie kompenzačného mechanizmu medzi prevádzkovateľmi prenosových sústav a o spoločnom prístupe k cenám za prenos elektrickej energie bolo stiahnuté z programu.Máte nejaké pripomienky?(Parlament schválil pozmeňujúce a doplňujúce návrhy.)(Program práce bol prijatý, a teda zmenený a doplnený.) ",Predsedajúci.,12,245,not_available,"['slo', 'slo', 'slo', 'slo', 'slo', 'slo', 'slo', 'slo', 'slo', 'slo', 'slo', 'slo']","['  Predsedajúci.   – Konečné znenie návrhu programu, ktorý navrhla Konferencia predsedov na svojom poslednom zasadnutí v súlade s článkami 140 a 155 rokovacieho poriadku, bolo rozdané. So súhlasom politických skupín predkladám nasledujúce pozmeňujúce a doplňujúce návrhy k programu pre tohtotýždňové plenárne zasadnutie:', 'Streda 5. mája 2010:', 'Po prvé, spoločná rozprava o dvoch správach pána Íñiga Méndeza de Viga o zložení Parlamentu bude prvým bodom programu.', 'Po druhé, do programu bol pridaný nový bod bez hlasovania nazvaný Vyhlásenia Rady a Komisie o príprave samitu hláv štátov a predsedov vlád eurozóny, ktorý sa bude konať 7. mája 2010. Tento bod bude druhým bodom programu a bude iba jedno kolo vystúpení rečníkov z politických skupín a nebude postup „catch-the-eye“.', 'Po tretie, názov Vyhlásenia Rady a Komisie o štandardizácii elektrických áut bol zmenený na Vyhlásenia Rady a Komisie o elektrických autách.', 'Po štvrté, správa pána Vittoria Prodiho, ktorej krátke prednesenie bolo naplánované na dnes, bola presunutá na hodinu otázok vo štvrtok 6. mája 2010 na okamžité hlasovanie.', 'Štvrtok 6. mája 2010:', 'Po prvé, hlasovanie o správe pána Vitala Moreiru o návrhu rozhodnutia Európskeho parlamentu a Rady o poskytnutí makrofinančnej pomoci Ukrajine bolo odložené na druhé májové zasadnutie.', 'Po druhé, hlasovanie o návrhu uznesenia o návrhu nariadenia Komisie o usmerneniach na vytvorenie kompenzačného mechanizmu medzi prevádzkovateľmi prenosových sústav a o spoločnom prístupe k cenám za prenos elektrickej energie bolo stiahnuté z programu.', 'Máte nejaké pripomienky?', '(Parlament schválil pozmeňujúce a doplňujúce návrhy.)', '(Program práce bol prijatý, a teda zmenený a doplnený.) ']"
4, 13. Hlasovanie,"  Predsedajúci.   – Ďalším bodom programu je hlasovanie.(Informácie o výsledku a ostatných podrobnostiach hlasovania: pozri zápisnicu.)Dostal som návrh na zmenu dnešného hlasovania: po včerajšom stretnutí pána predsedu Buzeka a premiéra Zapatera bolo dohodnuté, že by mal okamžite začať dialóg na najvyššej inštitucionálnej úrovni o niektorých procesných aspektoch súvisiacich s absolutóriom Rady. Predsedníctvo preto navrhuje, aby sa hlasovanie o tejto otázke odložilo na nasledujúce zasadnutie. ",Predsedajúci.,3,64,not_available,"['slo', 'slo', 'slo']","['  Predsedajúci.   – Ďalším bodom programu je hlasovanie.', '(Informácie o výsledku a ostatných podrobnostiach hlasovania: pozri zápisnicu.)', 'Dostal som návrh na zmenu dnešného hlasovania: po včerajšom stretnutí pána predsedu Buzeka a premiéra Zapatera bolo dohodnuté, že by mal okamžite začať dialóg na najvyššej inštitucionálnej úrovni o niektorých procesných aspektoch súvisiacich s absolutóriom Rady. Predsedníctvo preto navrhuje, aby sa hlasovanie o tejto otázke odložilo na nasledujúce zasadnutie. ']"
5, 13. Hlasovanie,"  Martin Schulz,  v mene skupiny S&D. – (DE) Vážený pán predsedajúci, tiež som počul o stretnutí pána predsedu Buzeka a pána Zapatera. Domnievam sa, že v otázke absolutória Rady sú rozporuplné body medzi nami a Radou natoľko citlivé, že má zmysel viesť ďalšie rozhovory. To, o čom by sme mali rozhodovať dnes, konkrétne o odložení udelenia absolutória Rade, má vážne dôsledky. Z tohto dôvodu sme o tom znova dnes ráno diskutovali v našej skupine a bolo povedané, že ak existuje príležitosť na zodpovedanie otvorených otázok k spokojnosti Parlamentu, mali by sme túto príležitosť využiť. Bol by to možno ústretový krok voči Rade na vytvorenie dôvery: dôvery, ktorá nesúvisí iba s absolutóriom, ale ktorá súvisí aj s inými oblasťami, a preto s týmto návrhom môžeme súhlasiť. ","Martin Schulz,",1,125,not_available,['ger'],"['  Martin Schulz,  v mene skupiny S&D. – (DE) Vážený pán predsedajúci, tiež som počul o stretnutí pána predsedu Buzeka a pána Zapatera. Domnievam sa, že v otázke absolutória Rady sú rozporuplné body medzi nami a Radou natoľko citlivé, že má zmysel viesť ďalšie rozhovory. To, o čom by sme mali rozhodovať dnes, konkrétne o odložení udelenia absolutória Rade, má vážne dôsledky. Z tohto dôvodu sme o tom znova dnes ráno diskutovali v našej skupine a bolo povedané, že ak existuje príležitosť na zodpovedanie otvorených otázok k spokojnosti Parlamentu, mali by sme túto príležitosť využiť. Bol by to možno ústretový krok voči Rade na vytvorenie dôvery: dôvery, ktorá nesúvisí iba s absolutóriom, ale ktorá súvisí aj s inými oblasťami, a preto s týmto návrhom môžeme súhlasiť. ']"
6, 13. Hlasovanie,"  Bart Staes,  v mene skupiny Verts/ALE. – (NL) Vážený pán predsedajúci, dámy a páni, vypočul som si pána Schulza. Som podpredseda Výboru pre kontrolu rozpočtu a bol som jedným z poslancov Európskeho parlamentu, ktorí sa zúčastnili neformálneho rokovania s Radou. Správa, na ktorú sa odloženie vzťahuje, získala väčšinu 27 hlasov vo Výbore pre kontrolu rozpočtu, pričom proti bolo 0 hlasov a nikto sa nezdržal hlasovania. Znamená to, že bola prijatá jednohlasne. Dvakrát sme mali neformálne rokovanie s Radou v snahe dosiahnuť dohodu. Rada neustále odmieta uzatvoriť takúto dohodu. Jediným dôvodom na možné odloženie hlasovania by bolo to, keby Rada okamžite vyhlásila, že je pripravená predložiť všetky dokumenty, ktoré od nej požadujeme.Druhý problém má legislatívnu povahu. V súlade s naším rokovacím poriadkom a nariadením o rozpočtových pravidlách musí byť absolutórium udelené do 15. mája v roku n + 2. Hovoríme o rozpočte na rok 2008, a preto n + 2 = 15. máj 2010. Nasledujúce plenárne zasadnutie okrem zajtrajšieho sa nebude konať do 17. mája, preto ak nebudeme hlasovať teraz, dostaneme sa do rozporu s vlastným nariadením o rozpočtových pravidlách, o čom si myslím, že by bolo znakom mimoriadne zlého riadenia. ","Bart Staes,",2,188,not_available,"['dut', 'dut']","['  Bart Staes,  v mene skupiny Verts/ALE. – (NL) Vážený pán predsedajúci, dámy a páni, vypočul som si pána Schulza. Som podpredseda Výboru pre kontrolu rozpočtu a bol som jedným z poslancov Európskeho parlamentu, ktorí sa zúčastnili neformálneho rokovania s Radou. Správa, na ktorú sa odloženie vzťahuje, získala väčšinu 27 hlasov vo Výbore pre kontrolu rozpočtu, pričom proti bolo 0 hlasov a nikto sa nezdržal hlasovania. Znamená to, že bola prijatá jednohlasne. Dvakrát sme mali neformálne rokovanie s Radou v snahe dosiahnuť dohodu. Rada neustále odmieta uzatvoriť takúto dohodu. Jediným dôvodom na možné odloženie hlasovania by bolo to, keby Rada okamžite vyhlásila, že je pripravená predložiť všetky dokumenty, ktoré od nej požadujeme.', 'Druhý problém má legislatívnu povahu. V súlade s naším rokovacím poriadkom a nariadením o rozpočtových pravidlách musí byť absolutórium udelené do 15. mája v roku n + 2. Hovoríme o rozpočte na rok 2008, a preto n + 2 = 15. máj 2010. Nasledujúce plenárne zasadnutie okrem zajtrajšieho sa nebude konať do 17. mája, preto ak nebudeme hlasovať teraz, dostaneme sa do rozporu s vlastným nariadením o rozpočtových pravidlách, o čom si myslím, že by bolo znakom mimoriadne zlého riadenia. ']"
7, 13. Hlasovanie,"  Ryszard Czarnecki,  spravodajca. – (PL) Vážený pán predsedajúci, toto je môj šiesty rok v Európskom parlamente, a hoci nechcem nikoho poučovať, dobré mravy kážu, že pri tejto kľúčovej záležitosti je potrebné žiadať o stanovisko spravodajcu. Rád by som všetkým pripomenul, že Parlament v tomto volebnom období už udelil Rade absolutórium, a to iba v novembri minulého roku – za rok 2007. Môžeme preto povedať, že Rada znova nepredložila správne dokumenty.Osobne som zaskočený, že keď sme kontrolovali plnenie rozpočtu za rok 2008, dostali sme dokumenty za rok 2007, a preto rozhodne nie v súlade s našimi očakávaniami a požiadavkami. Som však známy ako človek kompromisu a rád by som Rade poskytol určitú príležitosť a skutočne to môže byť posledná príležitosť pre Radu pripraviť všetky správne dokumenty a zrieknuť sa nešťastnej džentlmenskej dohody z roku 1970, ktorá nám podľa Rady de facto nedovoľuje vykonávať dohľad nad touto inštitúciou.Som preto za to, aby sme urobili výnimku a odložili hlasovanie a poskytli Rade niekoľko ďalších týždňov – dva alebo šesť –, a potom v súlade s tým, čo povedal pán Staes, podporím okamžité hlasovanie, a to najneskôr v júni. ","Ryszard Czarnecki,",3,183,not_available,"['pol', 'pol', 'pol']","['  Ryszard Czarnecki,  spravodajca. – (PL) Vážený pán predsedajúci, toto je môj šiesty rok v Európskom parlamente, a hoci nechcem nikoho poučovať, dobré mravy kážu, že pri tejto kľúčovej záležitosti je potrebné žiadať o stanovisko spravodajcu. Rád by som všetkým pripomenul, že Parlament v tomto volebnom období už udelil Rade absolutórium, a to iba v novembri minulého roku – za rok 2007. Môžeme preto povedať, že Rada znova nepredložila správne dokumenty.', 'Osobne som zaskočený, že keď sme kontrolovali plnenie rozpočtu za rok 2008, dostali sme dokumenty za rok 2007, a preto rozhodne nie v súlade s našimi očakávaniami a požiadavkami. Som však známy ako človek kompromisu a rád by som Rade poskytol určitú príležitosť a skutočne to môže byť posledná príležitosť pre Radu pripraviť všetky správne dokumenty a zrieknuť sa nešťastnej džentlmenskej dohody z roku 1970, ktorá nám podľa Rady de facto nedovoľuje vykonávať dohľad nad touto inštitúciou.', 'Som preto za to, aby sme urobili výnimku a odložili hlasovanie a poskytli Rade niekoľko ďalších týždňov – dva alebo šesť –, a potom v súlade s tým, čo povedal pán Staes, podporím okamžité hlasovanie, a to najneskôr v júni. ']"
8, 13. Hlasovanie,  Predsedajúci.   – Ďalším bodom programu je hlasovanie.(Informácie o výsledku a ostatných podrobnostiach hlasovania: pozri zápisnicu.) ,Predsedajúci.,2,15,not_available,"['slo', 'slo']","['  Predsedajúci.   – Ďalším bodom programu je hlasovanie.', '(Informácie o výsledku a ostatných podrobnostiach hlasovania: pozri zápisnicu.) ']"
9, 13.36. Dôsledky nadobudnutia platnosti Lisabonskej zmluvy na prebiehajúce medziinštitucionálne rozhodovacie procesy (B7-0221/2010),"  Takis Hatzigeorgiou  (GUE/NGL).   – (EL) Iba niekoľko sekúnd na vysvetlenie stiahnutia nášho pozmeňujúceho a doplňujúceho návrhu: náš pozmeňujúci o doplňujúci návrh sme stiahli v absolútnom a pevnom presvedčení, že Konferencia predsedov, ktorá má túto otázku preskúmať, veľmi vážne vezme do úvahy podstatu a znenie nášho pozmeňujúceho a doplňujúceho návrhu.Chcel by som pripomenúť Parlamentu, že v našom pozmeňujúcom a doplňujúcom návrhu žiadame Komisiu, aby preskúmala zmenu nariadenia o priamom obchode medzi Európskou úniou a oblasťami Cypru, ktoré nie sú pod kontrolou Cyperskej republiky. ",Takis Hatzigeorgiou  (GUE/NGL).,2,83,not_available,"['gre', 'gre']","['  Takis Hatzigeorgiou  (GUE/NGL).   – (EL) Iba niekoľko sekúnd na vysvetlenie stiahnutia nášho pozmeňujúceho a doplňujúceho návrhu: náš pozmeňujúci o doplňujúci návrh sme stiahli v absolútnom a pevnom presvedčení, že Konferencia predsedov, ktorá má túto otázku preskúmať, veľmi vážne vezme do úvahy podstatu a znenie nášho pozmeňujúceho a doplňujúceho návrhu.', 'Chcel by som pripomenúť Parlamentu, že v našom pozmeňujúcom a doplňujúcom návrhu žiadame Komisiu, aby preskúmala zmenu nariadenia o priamom obchode medzi Európskou úniou a oblasťami Cypru, ktoré nie sú pod kontrolou Cyperskej republiky. ']"
