,agenda_item,text,speaker,number_p,number_w,chair,language_ps,ps
0, 1. Återupptagande av sessionen,ORDFÖRANDESKAP: BUZEK Talman (Sammanträdet öppnades kl. 15.05.) ,ORDFÖRANDESKAP: BUZEK,2,8,not_available,"['swe', 'swe']","['ORDFÖRANDESKAP: BUZEK Talman', ' (Sammanträdet öppnades kl. 15.05.) ']"
1, 1. Återupptagande av sessionen,  Talmannen.   – Jag förklarar Europaparlamentets session återupptagen efter avbrottet torsdagen den 11 februari 2010. ,Talmannen.,1,13,not_available,['swe'],['  Talmannen.   – Jag förklarar Europaparlamentets session återupptagen efter avbrottet torsdagen den 11 februari 2010. ']
2, 2. Uttalanden av talmannen,  Talmannen.   – Jag vill för första gången välkomna Europeiska rådets ordförande Herman Van Rompuy till Europaparlamentets plenarsammanträde. Herr ordförande! Vi välkomnar och vill åter gratulera er.(Applåder)Jag skulle också vilja välkomna ordförande José Manuel Barroso. Under de senaste fem åren har vi vant oss vid att ni närvarar här. Det är inte alls första gången för er! ,Talmannen.,3,57,not_available,"['swe', 'swe', 'swe']","['  Talmannen.   – Jag vill för första gången välkomna Europeiska rådets ordförande Herman Van Rompuy till Europaparlamentets plenarsammanträde. Herr ordförande! Vi välkomnar och vill åter gratulera er.', '(Applåder)', 'Jag skulle också vilja välkomna ordförande José Manuel Barroso. Under de senaste fem åren har vi vant oss vid att ni närvarar här. Det är inte alls första gången för er! ']"
3, 3. Välkomsthälsning,"  Talmannen.   – Nu skulle jag varmt vilja välkomna två gäster från Vitryssland som tagit plats på åhörarläktaren: Andżelika Borys, ordförande för Polackernas förbund i Vitryssland, och Aljaksandr Milinkevitj, 2006 års vinnare av vårt eget Sacharovpris och ledare för den demokratiska oppositionen i Vitryssland.(Ihållande applåder)Tyvärr har Vitryssland åter gett upphov till rubriker för förföljelse av icke-statliga organisationer. Europaparlamentet upprätthåller och kommer att upprätthålla allmänna värderingar som något som vi värderar och tror på. Vi kommer att fördöma diktatoriska regimer som använder våld och förföljer demokratiska organisationer, bara för att dessa organisationer inte delar regimens åsikter. ",Talmannen.,3,96,not_available,"['swe', 'swe', 'swe']","['  Talmannen.   – Nu skulle jag varmt vilja välkomna två gäster från Vitryssland som tagit plats på åhörarläktaren: Andżelika Borys, ordförande för Polackernas förbund i Vitryssland, och Aljaksandr Milinkevitj, 2006 års vinnare av vårt eget Sacharovpris och ledare för den demokratiska oppositionen i Vitryssland.', '(Ihållande applåder)', 'Tyvärr har Vitryssland åter gett upphov till rubriker för förföljelse av icke-statliga organisationer. Europaparlamentet upprätthåller och kommer att upprätthålla allmänna värderingar som något som vi värderar och tror på. Vi kommer att fördöma diktatoriska regimer som använder våld och förföljer demokratiska organisationer, bara för att dessa organisationer inte delar regimens åsikter. ']"
4, 5. Transport av hästar till slakt i Europeiska unionen (skriftlig förklaring),"  Talmannen.   – Jag skulle vilja meddela er att den skriftliga förklaringen 0054/2009 av Elizabeth Lynne, Sidonia Elżbieta Jędrzejewska och Carl Schlyter om transport av hästar till slakt i Europeiska unionen undertecknades i dag, den 24 februari 2010, av en majoritet av parlamentets ledamöter. I enlighet med artikel 124.4 i arbetsordningen kommer den därför att översändas till mottagarna och offentliggöras med i Antagna texter från sammanträdet den 25 februari 2010, med uppgift om namnen på undertecknarna.Vi skulle vilja tacka förslagsställarna för att ha lagt fram denna förklaring. ",Talmannen.,2,88,not_available,"['swe', 'swe']","['  Talmannen.   – Jag skulle vilja meddela er att den skriftliga förklaringen 0054/2009 av Elizabeth Lynne, Sidonia Elżbieta Jędrzejewska och Carl Schlyter om transport av hästar till slakt i Europeiska unionen undertecknades i dag, den 24 februari 2010, av en majoritet av parlamentets ledamöter. I enlighet med artikel 124.4 i arbetsordningen kommer den därför att översändas till mottagarna och offentliggöras med i Antagna texter från sammanträdet den 25 februari 2010, med uppgift om namnen på undertecknarna.', 'Vi skulle vilja tacka förslagsställarna för att ha lagt fram denna förklaring. ']"
5, 5. Transport av hästar till slakt i Europeiska unionen (skriftlig förklaring),"  Elizabeth Lynne  , förslagsställare. – (EN) Herr talman! Det är lysande nyheter att vi uppnått ett tillräckligt antal underskrifter. Jag vill tacka er alla för att ha undertecknat denna skriftliga förklaring. ",Elizabeth Lynne,1,29,not_available,['eng'],"['  Elizabeth Lynne  , förslagsställare. – (EN) Herr talman! Det är lysande nyheter att vi uppnått ett tillräckligt antal underskrifter. Jag vill tacka er alla för att ha undertecknat denna skriftliga förklaring. ']"
6, 5. Transport av hästar till slakt i Europeiska unionen (skriftlig förklaring),"  Talmannen.   – Jag skulle vilja informera er att jag inte hade möjlighet att underteckna denna förklaring, och att jag är beredd att göra det omedelbart. ",Talmannen.,1,24,not_available,['swe'],"['  Talmannen.   – Jag skulle vilja informera er att jag inte hade möjlighet att underteckna denna förklaring, och att jag är beredd att göra det omedelbart. ']"
7, 12. Arbetsplan,"  Talmannen.   – Det slutgiltiga förslaget till föredragningslista, som utarbetades av talmanskonferensen onsdagen den 10 februari 2010 enligt artikel 137 i arbetsordningen, har delats ut.Enligt överenskommelse med de politiska grupperna skulle jag vilja föreslå följande ändringar:Torsdag:När det gäller sammanträdet på torsdagen har gruppen Progressiva förbundet av socialdemokrater och demokrater i Europaparlamentet lagt fram en begäran om att skjuta upp omröstningen om Klaus-Heiner Lehnes betänkande om årsbokslut i vissa typer av bolag avseende mikroenheter. ",Talmannen.,4,75,not_available,"['swe', 'swe', 'swe', 'swe']","['  Talmannen.   – Det slutgiltiga förslaget till föredragningslista, som utarbetades av talmanskonferensen onsdagen den 10 februari 2010 enligt artikel 137 i arbetsordningen, har delats ut.', 'Enligt överenskommelse med de politiska grupperna skulle jag vilja föreslå följande ändringar:', 'Torsdag:', 'När det gäller sammanträdet på torsdagen har gruppen Progressiva förbundet av socialdemokrater och demokrater i Europaparlamentet lagt fram en begäran om att skjuta upp omröstningen om Klaus-Heiner Lehnes betänkande om årsbokslut i vissa typer av bolag avseende mikroenheter. ']"
8, 12. Arbetsplan,"  Martin Schulz,  för S&D-gruppen. – (DE) Herr talman! Lehnebetänkandet blev föremål för en mycket intensiv debatt i vår grupp i förmiddags. Vi avslutade inte diskussionen om detta i gruppen. Detta händer ibland i grupperna. Vi skulle vilja att Klaus-Heiner Lehne, som föredragande, gav oss tid fram till sammanträdesperioden i mars för att åter överväga i vilken riktning vi är villiga att gå när det gäller detta betänkande och hur vi från socialdemokraternas sida tänker ställa oss i denna fråga. Det finns olika uppfattningar i vår grupp – det erkänner jag villigt.Jag skulle vara tacksam om vi kan genomföra debatten, men att ni, herr Lehne, skulle kunna ge oss möjlighet att senarelägga omröstningen till den första sammanträdesperioden i mars. Detta skulle åtminstone ge min grupp – även om jag tror att det också gäller andra grupper – något mer tid att föra en grundlig debatt och nå en ståndpunkt. ","Martin Schulz,",2,148,not_available,"['ger', 'ger']","['  Martin Schulz,  för S&D-gruppen. – (DE) Herr talman! Lehnebetänkandet blev föremål för en mycket intensiv debatt i vår grupp i förmiddags. Vi avslutade inte diskussionen om detta i gruppen. Detta händer ibland i grupperna. Vi skulle vilja att Klaus-Heiner Lehne, som föredragande, gav oss tid fram till sammanträdesperioden i mars för att åter överväga i vilken riktning vi är villiga att gå när det gäller detta betänkande och hur vi från socialdemokraternas sida tänker ställa oss i denna fråga. Det finns olika uppfattningar i vår grupp – det erkänner jag villigt.', 'Jag skulle vara tacksam om vi kan genomföra debatten, men att ni, herr Lehne, skulle kunna ge oss möjlighet att senarelägga omröstningen till den första sammanträdesperioden i mars. Detta skulle åtminstone ge min grupp – även om jag tror att det också gäller andra grupper – något mer tid att föra en grundlig debatt och nå en ståndpunkt. ']"
9, 12. Arbetsplan,"  Klaus-Heiner Lehne,  föredragande. – (DE) Herr talman, mina damer och herrar! Jag anser att det är bra att gruppen Progressiva förbundet av socialdemokrater och demokrater i Europaparlamentet ser över detta noggrant. Jag skulle dock vilja säga att parlamentet i december 2008 nästintill enhälligt antog en resolution, i vilken vi uppmanade Europeiska kommissionen att lägga fram exakt den typ av förslag som vi nu diskuterar. Även parlamentet måste hålla sig till det som det självt har bestämt och det som har varit parlamentets uttalade avsikt i åratal.Eftersom det bara är naturligt att det förekommer betänkligheter mot ett eller annat i samband med vissa lagstiftningsförslag har vi löst de obesvarade frågorna genom en kompromiss i utskottet för rättsliga frågor. Jag ska förtydliga att denna kompromiss är färdig för godkännande. Trots detta förstår jag att det kanske är vettigt att ytterligare förstärka den grupp som stöder detta betänkande med några personer till. Om Martin Schulz’ ansträngningar syftar till att öka antalet anhängare, då har jag ingenting emot ett senareläggande till nästa plenarsammanträde i mars. Detta är min personliga syn på saken. Det är inte gruppens åsikt; den beslutade uttryckligen annorledes i förmiddags. Jag anser dock att vi bör ge socialdemokraterna tillfälle att komma fram till en slutsats, så att även de kan göra något för att bidra till att minska byråkratin och bördan för små och medelstora företag. ","Klaus-Heiner Lehne,",2,226,not_available,"['ger', 'ger']","['  Klaus-Heiner Lehne,  föredragande. – (DE) Herr talman, mina damer och herrar! Jag anser att det är bra att gruppen Progressiva förbundet av socialdemokrater och demokrater i Europaparlamentet ser över detta noggrant. Jag skulle dock vilja säga att parlamentet i december 2008 nästintill enhälligt antog en resolution, i vilken vi uppmanade Europeiska kommissionen att lägga fram exakt den typ av förslag som vi nu diskuterar. Även parlamentet måste hålla sig till det som det självt har bestämt och det som har varit parlamentets uttalade avsikt i åratal.', 'Eftersom det bara är naturligt att det förekommer betänkligheter mot ett eller annat i samband med vissa lagstiftningsförslag har vi löst de obesvarade frågorna genom en kompromiss i utskottet för rättsliga frågor. Jag ska förtydliga att denna kompromiss är färdig för godkännande. Trots detta förstår jag att det kanske är vettigt att ytterligare förstärka den grupp som stöder detta betänkande med några personer till. Om Martin Schulz’ ansträngningar syftar till att öka antalet anhängare, då har jag ingenting emot ett senareläggande till nästa plenarsammanträde i mars. Detta är min personliga syn på saken. Det är inte gruppens åsikt; den beslutade uttryckligen annorledes i förmiddags. Jag anser dock att vi bör ge socialdemokraterna tillfälle att komma fram till en slutsats, så att även de kan göra något för att bidra till att minska byråkratin och bördan för små och medelstora företag. ']"
